SEC,STATE,GSR,Delta,Theta,Low_Alpha,High_Alpha,Low_Beta,High_Beta,Low_Gamma,Mid_Gamma
21.5,1,519,432297,452890,58178,28502,15346,58527,3358,751077
22.0,1,516,394137,180977,30087,48538,20752,43871,2698,712263
22.5,1,522,394137,180977,30087,48538,20752,43871,2698,712263
23.0,1,511,1382307,188016,61803,28594,14925,29208,1925,681971
23.5,1,514,1382307,188016,61803,28594,14925,29208,1925,681971
24.0,1,512,1394716,206279,187888,66084,6558,23012,1824,646116
24.5,1,523,1394716,206279,187888,66084,6558,23012,1824,646116
25.0,1,518,680289,128721,77629,39357,14168,53083,2637,712577
25.5,1,525,680289,128721,77629,39357,14168,53083,2637,712577
26.0,1,504,1155723,119017,31106,10116,8745,66950,2556,650505
26.5,1,518,1155723,119017,31106,10116,8745,66950,2556,650505
27.0,1,514,547220,389594,136007,46279,13383,25774,1520,644063
27.5,1,530,547220,389594,136007,46279,13383,25774,1520,644063
28.0,1,522,849623,156809,23968,16446,8779,90752,1654,651364
28.5,1,524,849623,156809,23968,16446,8779,90752,1654,651364
29.0,1,512,1161332,134703,41967,59126,9188,34646,2333,660074
29.5,1,519,1161332,134703,41967,59126,9188,34646,2333,660074
30.0,1,521,999312,176367,73351,16888,8404,54527,2135,654780
30.5,1,518,999312,176367,73351,16888,8404,54527,2135,654780
31.0,1,529,1265852,286670,69319,78310,23156,28436,2464,674666
31.5,1,525,1265852,286670,69319,78310,23156,28436,2464,674666
32.0,1,529,800280,243697,68099,19067,15134,22970,2766,649183
32.5,1,511,800280,243697,68099,19067,15134,22970,2766,649183
33.0,1,520,702265,1433878,149504,316446,45631,222277,10143,2416347
33.5,1,519,702265,1433878,149504,316446,45631,222277,10143,2416347
34.0,1,514,677067,76612,46992,11272,20580,84715,1260,652944
34.5,1,520,677067,76612,46992,11272,20580,84715,1260,652944
35.0,1,516,608590,374174,192613,17757,6697,50222,2951,630152
35.5,1,522,608590,374174,192613,17757,6697,50222,2951,630152
36.0,1,504,963067,237904,6368,37629,19993,47392,1892,566313
36.5,1,512,963067,237904,6368,37629,19993,47392,1892,566313
37.0,1,516,738540,194902,143341,16898,9002,19743,4221,609834
37.5,1,517,738540,194902,143341,16898,9002,19743,4221,609834
38.0,1,528,172147,30219,25009,3881,1269,10450,1092,150590
38.5,1,520,172147,30219,25009,3881,1269,10450,1092,150590
39.0,1,520,2614569,121471,56576,7373,34025,22088,2840,506946
39.5,1,523,2614569,121471,56576,7373,34025,22088,2840,506946
40.0,1,501,751825,30462,17707,7966,3847,6276,959,80686
40.5,1,506,751825,30462,17707,7966,3847,6276,959,80686
41.0,1,504,1430954,327627,37840,75374,26884,37697,2281,456390
41.5,1,499,1430954,327627,37840,75374,26884,37697,2281,456390
42.0,1,511,1063341,202191,66090,25934,5538,26028,4316,569776
42.5,1,503,1063341,202191,66090,25934,5538,26028,4316,569776
43.0,1,503,202428,108462,114148,56045,11927,48339,5276,631016
43.5,1,506,202428,108462,114148,56045,11927,48339,5276,631016
44.0,1,488,1291816,252109,71594,48913,44523,54156,13305,627190
44.5,1,497,1291816,252109,71594,48913,44523,54156,13305,627190
45.0,1,498,129111,66437,51958,15482,25152,38763,15856,172785
45.5,1,493,129111,66437,51958,15482,25152,38763,15856,172785
46.0,1,505,904845,364655,132730,54670,31636,34444,3572,576792
46.5,1,500,904845,364655,132730,54670,31636,34444,3572,576792
47.0,1,505,1198656,105649,48460,16287,46916,39929,2060,539104
47.5,1,500,1198656,105649,48460,16287,46916,39929,2060,539104
48.0,1,495,2005501,1694346,485909,155614,26463,238098,7458,2140033
48.5,1,499,2005501,1694346,485909,155614,26463,238098,7458,2140033
49.0,1,499,1644520,175402,194167,11792,12464,18878,1147,529287
49.5,1,508,1644520,175402,194167,11792,12464,18878,1147,529287
50.0,1,509,111120,162156,19839,19258,8764,8802,477,130139
50.5,1,503,111120,162156,19839,19258,8764,8802,477,130139
51.0,1,511,2473052,1622508,504901,77935,93057,66090,16836,2056746
51.5,1,496,2473052,1622508,504901,77935,93057,66090,16836,2056746
52.0,1,501,540886,105868,38844,174320,7209,16396,2875,514770
52.5,1,505,540886,105868,38844,174320,7209,16396,2875,514770
53.0,1,503,1243703,106713,29631,71815,3454,9243,1535,507540
53.5,1,512,1243703,106713,29631,71815,3454,9243,1535,507540
54.0,1,509,1234168,173185,77113,35761,20314,39694,2436,501040
54.5,1,508,1234168,173185,77113,35761,20314,39694,2436,501040
55.0,1,513,1874121,320906,67900,68726,23392,20721,1357,522676
55.5,1,498,1874121,320906,67900,68726,23392,20721,1357,522676
56.0,1,505,2009252,918878,375929,26767,64298,115396,8719,1976822
56.5,1,507,2009252,918878,375929,26767,64298,115396,8719,1976822
57.0,1,503,581924,690827,61156,25304,21243,16302,2947,501531
57.5,1,514,581924,690827,61156,25304,21243,16302,2947,501531
58.0,1,510,266630,48310,37963,6582,4185,1756,1284,116341
58.5,1,506,266630,48310,37963,6582,4185,1756,1284,116341
59.0,1,511,688942,261944,140487,20640,5245,16807,4146,477764
59.5,1,498,688942,261944,140487,20640,5245,16807,4146,477764
60.0,2,504,1499166,1375242,96785,243994,30477,79099,13200,1979728
60.5,2,508,1499166,1375242,96785,243994,30477,79099,13200,1979728
61.0,2,506,1136146,179913,40567,27083,34596,15592,2251,358773
61.5,2,517,1136146,179913,40567,27083,34596,15592,2251,358773
62.0,2,502,730522,11324,15807,5481,9770,2390,548,91054
62.5,2,495,730522,11324,15807,5481,9770,2390,548,91054
63.0,2,498,619557,314394,20152,62771,28804,15492,1536,408450
63.5,2,479,619557,314394,20152,62771,28804,15492,1536,408450
64.0,2,489,910726,12526,2269,9920,3905,1932,503,73499
64.5,2,489,910726,12526,2269,9920,3905,1932,503,73499
65.0,2,487,545732,135648,19618,77995,20581,10240,1719,286546
65.5,2,501,545732,135648,19618,77995,20581,10240,1719,286546
66.0,2,497,942912,407803,20131,18132,9096,9662,1314,298833
66.5,2,502,942912,407803,20131,18132,9096,9662,1314,298833
67.0,2,502,1275873,66890,62241,5182,29585,14038,1965,311602
67.5,2,492,1275873,66890,62241,5182,29585,14038,1965,311602
68.0,2,498,87666,31309,4241,3076,3721,1251,376,71067
68.5,2,496,87666,31309,4241,3076,3721,1251,376,71067
69.0,2,504,700642,91060,28157,6273,11339,11745,883,278784
69.5,2,503,700642,91060,28157,6273,11339,11745,883,278784
70.0,2,503,933400,1017411,170189,62737,88729,71668,9494,1211850
70.5,2,509,933400,1017411,170189,62737,88729,71668,9494,1211850
71.0,2,494,1625709,2557067,6290,35181,54354,33268,5222,986017
71.5,2,500,1625709,2557067,6290,35181,54354,33268,5222,986017
72.0,2,500,305973,28156,3368,4363,3907,2215,408,68650
72.5,2,498,305973,28156,3368,4363,3907,2215,408,68650
73.0,2,509,847111,246960,21975,9353,15055,5854,1427,306811
73.5,2,507,847111,246960,21975,9353,15055,5854,1427,306811
74.0,2,505,1561259,122485,20203,41621,8589,9559,2976,262494
74.5,2,510,1561259,122485,20203,41621,8589,9559,2976,262494
75.0,2,493,609094,89824,2587,1747,5867,1060,258,65404
75.5,2,501,609094,89824,2587,1747,5867,1060,258,65404
76.0,2,501,1145415,112192,13825,27498,21487,5232,1165,263242
76.5,2,498,1145415,112192,13825,27498,21487,5232,1165,263242
77.0,2,511,1217163,52519,5508,28046,32044,1837,994,288813
77.5,2,505,1217163,52519,5508,28046,32044,1837,994,288813
78.0,2,506,1820575,116531,17504,38286,17373,20945,2076,282855
78.5,2,510,1820575,116531,17504,38286,17373,20945,2076,282855
79.0,2,493,1388473,102813,16782,22905,12561,6384,1338,258541
79.5,2,504,1388473,102813,16782,22905,12561,6384,1338,258541
80.0,2,503,623643,161062,25961,10895,13143,7816,1097,280696
80.5,2,500,623643,161062,25961,10895,13143,7816,1097,280696
81.0,2,514,1593817,118076,7873,40374,16616,5120,735,272181
81.5,2,507,1593817,118076,7873,40374,16616,5120,735,272181
82.0,2,510,1482203,287546,275238,74456,46103,34291,9368,1147403
82.5,2,512,1482203,287546,275238,74456,46103,34291,9368,1147403
83.0,2,496,1027372,129740,27056,16386,21362,3112,3698,275121
83.5,2,507,1027372,129740,27056,16386,21362,3112,3698,275121
84.0,2,504,1324833,108363,66271,31049,18969,7814,3933,268711
84.5,2,512,1324833,108363,66271,31049,18969,7814,3933,268711
85.0,2,511,420156,49442,17674,21395,17903,2211,2060,252031
85.5,2,507,420156,49442,17674,21395,17903,2211,2060,252031
86.0,2,513,206992,69267,18660,2214,4019,533,554,68242
86.5,2,498,206992,69267,18660,2214,4019,533,554,68242
87.0,2,502,842681,90967,13734,78816,7875,4633,3255,259340
87.5,2,504,842681,90967,13734,78816,7875,4633,3255,259340
88.0,2,503,390330,10937,1260,2997,2221,1009,251,59994
88.5,2,518,390330,10937,1260,2997,2221,1009,251,59994
89.0,2,511,2305293,281851,26704,101408,45710,18049,7714,1113550
89.5,2,512,2305293,281851,26704,101408,45710,18049,7714,1113550
90.0,2,517,2411154,462582,50681,171114,66065,15353,6681,1144002
90.5,2,497,2411154,462582,50681,171114,66065,15353,6681,1144002
91.0,2,508,1674735,100369,7400,31411,6088,9481,1973,258334
91.5,2,508,1674735,100369,7400,31411,6088,9481,1973,258334
92.0,2,506,187065,49944,18122,8063,2547,5128,420,64752
92.5,2,518,187065,49944,18122,8063,2547,5128,420,64752
93.0,2,514,64073,34084,9933,4880,1487,1055,429,60208
93.5,2,516,64073,34084,9933,4880,1487,1055,429,60208
94.0,2,510,3304359,527671,117775,121007,58023,56388,5842,1111277
94.5,2,508,3304359,527671,117775,121007,58023,56388,5842,1111277
95.0,2,512,1062995,304066,46107,22296,19173,5728,1657,268516
95.5,2,511,1062995,304066,46107,22296,19173,5728,1657,268516
96.0,2,516,1541989,48058,95500,47809,14454,8086,1364,258752
96.5,2,518,1541989,48058,95500,47809,14454,8086,1364,258752
97.0,2,514,1011744,55397,10881,6878,9423,4518,1058,240728
97.5,2,521,1011744,55397,10881,6878,9423,4518,1058,240728
98.0,2,510,2578708,35270,83976,37419,12832,10711,2318,238263
98.5,2,511,2578708,35270,83976,37419,12832,10711,2318,238263
99.0,2,512,406539,193045,38362,38033,6906,2223,964,258006
99.5,2,511,406539,193045,38362,38033,6906,2223,964,258006
100.0,2,521,105033,19812,6253,3759,4466,1547,220,57677
100.5,2,521,105033,19812,6253,3759,4466,1547,220,57677
101.0,2,517,130526,4944,4691,3870,2085,3495,192,61747
101.5,2,528,130526,4944,4691,3870,2085,3495,192,61747
102.0,2,510,733062,110599,101543,14362,3873,4685,468,243143
102.5,2,518,733062,110599,101543,14362,3873,4685,468,243143
103.0,2,519,104849,21546,2697,5839,874,1254,552,57939
103.5,2,514,104849,21546,2697,5839,874,1254,552,57939
104.0,2,530,283098,136876,41173,35194,23503,2718,1610,233670
104.5,2,523,283098,136876,41173,35194,23503,2718,1610,233670
105.0,2,525,80538,209627,2329,38282,21964,11973,2556,241959
105.5,2,530,80538,209627,2329,38282,21964,11973,2556,241959
106.0,2,510,578954,58668,6647,10941,7624,5125,453,245154
106.5,2,520,335647,239469,17503,8239,32943,4400,1016,240820
107.0,2,519,335647,239469,17503,8239,32943,4400,1016,240820
107.5,2,518,335647,239469,17503,8239,32943,4400,1016,240820
108.0,2,532,148032,23661,5505,20150,1331,3584,342,60727
108.5,2,527,449153,258311,55548,12923,12300,9671,1188,229543
109.0,2,527,449153,258311,55548,12923,12300,9671,1188,229543
109.5,2,532,449153,258311,55548,12923,12300,9671,1188,229543
110.0,2,514,1736257,202703,123819,16751,54142,25051,4412,935428
110.5,2,523,639411,59353,6439,14885,16519,11151,715,225566
111.0,2,525,639411,59353,6439,14885,16519,11151,715,225566
111.5,2,521,1339068,90549,9491,14813,6361,2466,852,244065
112.0,2,534,1339068,90549,9491,14813,6361,2466,852,244065
112.5,2,531,163342,31195,804,3302,6645,940,411,54364
113.0,2,529,163342,31195,804,3302,6645,940,411,54364
113.5,2,533,490698,160667,35808,36087,5145,29353,4279,224640
114.0,2,517,490698,160667,35808,36087,5145,29353,4279,224640
114.5,2,527,1344498,186161,12946,6889,19830,8352,1859,240296
115.0,2,529,1344498,186161,12946,6889,19830,8352,1859,240296
115.5,2,525,1024798,184026,30827,18520,20374,5754,1134,253614
116.0,2,535,1024798,184026,30827,18520,20374,5754,1134,253614
116.5,2,533,407829,11772,6141,4199,1721,2815,392,55142
117.0,2,531,407829,11772,6141,4199,1721,2815,392,55142
117.5,2,536,288632,96779,8891,9670,10297,14237,1946,226009
118.0,2,525,288632,96779,8891,9670,10297,14237,1946,226009
118.5,2,527,3465500,217549,236575,90535,86145,20822,5862,892334
119.0,2,527,3465500,217549,236575,90535,86145,20822,5862,892334
119.5,2,523,1046366,1027678,49469,116847,32474,27077,5509,901317
120.0,2,530,1046366,1027678,49469,116847,32474,27077,5509,901317
120.5,2,530,1729958,206031,7644,19118,13095,2195,2093,209459
121.0,2,526,1729958,206031,7644,19118,13095,2195,2093,209459
121.5,2,531,152356,55040,4313,8352,2924,2818,707,71782
122.0,2,533,152356,55040,4313,8352,2924,2818,707,71782
122.5,2,517,1301012,316522,15446,13175,30698,16322,1437,271466
123.0,2,526,1301012,316522,15446,13175,30698,16322,1437,271466
123.5,2,526,1598057,127736,37673,47544,25027,8143,2414,234845
124.0,2,524,1598057,127736,37673,47544,25027,8143,2414,234845
124.5,2,537,693941,551227,30465,32799,22662,13328,4256,868434
125.0,2,531,693941,551227,30465,32799,22662,13328,4256,868434
125.5,2,532,634291,29835,3355,3556,4859,892,521,54375
126.0,2,537,634291,29835,3355,3556,4859,892,521,54375
126.5,2,519,1923067,126802,20878,5531,5208,3152,1398,214833
127.0,2,527,1923067,126802,20878,5531,5208,3152,1398,214833
127.5,2,528,1265792,269005,56233,226610,44631,23222,8157,750443
128.0,2,524,1265792,269005,56233,226610,44631,23222,8157,750443
128.5,2,540,988921,104013,25218,7307,30690,5963,1734,208541
129.0,2,532,988921,104013,25218,7307,30690,5963,1734,208541
129.5,2,533,339040,389929,117051,51700,35102,18290,4670,877771
130.0,2,538,339040,389929,117051,51700,35102,18290,4670,877771
130.5,2,519,1768036,488897,44400,57837,24625,62638,6932,856441
131.0,2,531,1768036,488897,44400,57837,24625,62638,6932,856441
131.5,2,530,1212364,358422,33049,23434,30620,15988,8564,821378
132.0,2,530,1212364,358422,33049,23434,30620,15988,8564,821378
132.5,2,540,182973,11717,5620,1468,1513,527,289,50776
133.0,2,535,182973,11717,5620,1468,1513,527,289,50776
133.5,2,541,995698,28065,15931,7726,9175,6684,2540,211421
134.0,2,539,995698,28065,15931,7726,9175,6684,2540,211421
134.5,2,526,294528,15611,5196,300,1642,1988,903,53153
135.0,2,533,294528,15611,5196,300,1642,1988,903,53153
135.5,2,530,155523,9002,8573,2558,2953,1349,341,51121
136.0,2,540,155523,9002,8573,2558,2953,1349,341,51121
136.5,2,536,2576570,310051,85468,15340,68929,15630,3749,852006
137.0,2,539,2576570,310051,85468,15340,68929,15630,3749,852006
137.5,2,532,1349240,205385,127345,51681,18286,16322,4237,730992
138.0,2,534,1349240,205385,127345,51681,18286,16322,4237,730992
138.5,2,536,463904,267394,12599,11626,13088,3506,1100,189176
139.0,2,532,463904,267394,12599,11626,13088,3506,1100,189176
139.5,2,539,2892875,385344,46334,52682,69592,19805,4888,791365
140.0,2,539,2892875,385344,46334,52682,69592,19805,4888,791365
140.5,2,545,421600,26627,3472,8838,2939,1205,467,47068
141.0,2,526,421600,26627,3472,8838,2939,1205,467,47068
141.5,2,534,838082,115402,1347,32922,14970,4016,1260,198281
142.0,2,534,838082,115402,1347,32922,14970,4016,1260,198281
142.5,2,530,207199,32979,7426,13111,11699,5552,1173,183088
143.0,2,544,207199,32979,7426,13111,11699,5552,1173,183088
143.5,2,540,849392,49308,14963,20304,23435,8361,3621,182548
144.0,2,545,849392,49308,14963,20304,23435,8361,3621,182548
144.5,2,531,768129,98101,14641,8375,30314,5136,3191,196406
145.0,2,538,768129,98101,14641,8375,30314,5136,3191,196406
145.5,2,539,387281,338261,56230,23317,27010,50072,7735,721708
146.0,2,536,387281,338261,56230,23317,27010,50072,7735,721708
146.5,2,549,1184663,316566,55510,88038,34217,52761,7938,682964
147.0,2,544,1184663,316566,55510,88038,34217,52761,7938,682964
147.5,2,549,153683,64407,1949,5887,1219,2722,409,48181
148.0,2,535,153683,64407,1949,5887,1219,2722,409,48181
148.5,2,539,334221,158535,21469,6166,7576,3545,2240,190556
149.0,2,542,334221,158535,21469,6166,7576,3545,2240,190556
149.5,2,539,1723142,770901,31369,51512,14696,14396,6454,719373
150.0,2,554,1723142,770901,31369,51512,14696,14396,6454,719373
150.5,2,543,2103903,294368,976,37859,31041,37669,6012,696326
151.0,2,549,2103903,294368,976,37859,31041,37669,6012,696326
151.5,2,544,2169957,537363,107122,48994,33481,31433,5842,623388
152.0,2,539,2169957,537363,107122,48994,33481,31433,5842,623388
152.5,2,543,1646486,874558,61705,59466,9154,15006,6211,733658
153.0,2,539,1646486,874558,61705,59466,9154,15006,6211,733658
153.5,2,554,1067319,428392,9796,19720,44150,23948,5990,738807
154.0,2,547,1067319,428392,9796,19720,44150,23948,5990,738807
154.5,2,553,1215041,54542,10691,5877,3234,2982,879,187596
155.0,2,538,1215041,54542,10691,5877,3234,2982,879,187596
155.5,2,549,2129772,309422,94429,62383,26046,16063,10099,772281
156.0,2,546,2129772,309422,94429,62383,26046,16063,10099,772281
156.5,2,557,1265476,236760,73048,43402,64806,21976,10878,680724
157.0,2,552,1265476,236760,73048,43402,64806,21976,10878,680724
157.5,2,557,1328360,62467,4174,9469,6846,3828,1277,183445
158.0,2,551,1328360,62467,4174,9469,6846,3828,1277,183445
158.5,2,549,699871,173125,10934,7443,5242,1827,1773,185601
159.0,2,549,699871,173125,10934,7443,5242,1827,1773,185601
159.5,2,546,368735,169256,64324,115593,47740,29718,15410,694130
160.0,2,560,368735,169256,64324,115593,47740,29718,15410,694130
160.5,2,553,1569297,239713,37280,23950,31693,44516,9981,724996
161.0,2,560,1569297,239713,37280,23950,31693,44516,9981,724996
161.5,2,543,2481110,96752,13636,63632,34370,15698,9173,713932
162.0,2,550,2481110,96752,13636,63632,34370,15698,9173,713932
162.5,2,550,690500,597877,53048,6637,16858,58794,4458,714510
163.0,2,551,690500,597877,53048,6637,16858,58794,4458,714510
163.5,2,559,1062907,20622,7339,5164,3390,3057,1592,182716
164.0,2,556,1062907,20622,7339,5164,3390,3057,1592,182716
164.5,2,561,634515,291610,51518,43559,18586,68252,2070,640238
165.0,2,543,634515,291610,51518,43559,18586,68252,2070,640238
165.5,2,554,175312,57676,12059,8066,6522,5045,874,165429
166.0,2,553,175312,57676,12059,8066,6522,5045,874,165429
166.5,2,558,726693,44852,22341,11171,5528,10814,5691,175422
167.0,2,561,726693,44852,22341,11171,5528,10814,5691,175422
167.5,2,558,242929,71020,8440,20198,14243,5592,2646,156512
168.0,2,564,242929,71020,8440,20198,14243,5592,2646,156512
168.5,2,546,1719984,206565,10140,17435,17846,61456,8163,629241
169.0,2,555,1719984,206565,10140,17435,17846,61456,8163,629241
169.5,2,552,1926773,136446,69340,11171,24275,15706,3355,634275
170.0,2,563,1926773,136446,69340,11171,24275,15706,3355,634275
170.5,2,561,3063383,178341,107801,44615,46342,23007,5260,714972
171.0,2,560,3063383,178341,107801,44615,46342,23007,5260,714972
171.5,2,565,1524761,52838,5324,22114,15858,7924,1620,155840
172.0,2,546,1524761,52838,5324,22114,15858,7924,1620,155840
172.5,2,556,671140,68784,24544,11368,25119,36097,2131,730007
173.0,2,557,671140,68784,24544,11368,25119,36097,2131,730007
173.5,2,554,290073,52738,3828,17268,18346,16332,4104,752949
174.0,2,567,290073,52738,3828,17268,18346,16332,4104,752949
174.5,2,560,852892,18872,8709,5757,11498,4107,2304,166512
175.0,2,567,852892,18872,8709,5757,11498,4107,2304,166512
175.5,2,564,946292,83165,26353,7346,7358,3798,352,183218
176.0,2,556,946292,83165,26353,7346,7358,3798,352,183218
176.5,2,560,468914,41554,14463,5850,7859,8685,1167,168101
177.0,2,557,468914,41554,14463,5850,7859,8685,1167,168101
177.5,2,568,433407,283383,23748,7631,39423,21299,2908,682713
178.0,2,564,433407,283383,23748,7631,39423,21299,2908,682713
178.5,2,564,697835,174452,39888,23779,57905,6225,7124,625432
179.0,2,570,697835,174452,39888,23779,57905,6225,7124,625432
179.5,2,552,510793,110464,9548,29618,8492,18989,7171,721669
180.0,3,561,510793,110464,9548,29618,8492,18989,7171,721669
180.5,3,562,658929,28827,7231,19201,6432,8641,1882,161318
181.0,3,558,658929,28827,7231,19201,6432,8641,1882,161318
181.5,3,572,1414535,103369,8182,3949,9037,1600,941,166484
182.0,3,565,1414535,103369,8182,3949,9037,1600,941,166484
182.5,3,542,1090702,365454,249662,84661,40854,14319,5986,642021
183.0,3,501,1090702,365454,249662,84661,40854,14319,5986,642021
183.5,3,529,790374,216741,6165,18315,8424,11700,4800,151013
184.0,3,558,790374,216741,6165,18315,8424,11700,4800,151013
184.5,3,555,775900,82476,67724,39965,4969,3956,3167,232356
185.0,3,545,775900,82476,67724,39965,4969,3956,3167,232356
185.5,3,546,1382041,1031978,110715,81954,41308,18439,8955,769771
186.0,3,539,1382041,1031978,110715,81954,41308,18439,8955,769771
186.5,3,531,795606,475695,199799,103042,44353,23548,10931,663084
187.0,3,529,795606,475695,199799,103042,44353,23548,10931,663084
187.5,3,518,494051,136664,7733,64844,34069,21467,7575,678422
188.0,3,505,494051,136664,7733,64844,34069,21467,7575,678422
188.5,3,513,460706,221111,18476,34730,9808,44237,6712,637300
189.0,3,514,460706,221111,18476,34730,9808,44237,6712,637300
189.5,3,511,2134354,737464,19799,13861,56142,40319,2857,602356
190.0,3,526,2134354,737464,19799,13861,56142,40319,2857,602356
190.5,3,519,811053,97195,67795,19429,17842,86647,3837,622501
191.0,3,521,811053,97195,67795,19429,17842,86647,3837,622501
191.5,3,524,176050,115578,4222,4324,3084,20693,1647,146143
192.0,3,507,176050,115578,4222,4324,3084,20693,1647,146143
192.5,3,515,779135,227479,78510,58636,27020,20027,4934,559338
193.0,3,517,779135,227479,78510,58636,27020,20027,4934,559338
193.5,3,514,2342205,51686,84409,32376,15369,49112,7695,526425
194.0,3,525,2342205,51686,84409,32376,15369,49112,7695,526425
194.5,3,517,2718064,169322,112447,15257,36876,64959,5560,591338
195.0,3,519,2718064,169322,112447,15257,36876,64959,5560,591338
195.5,3,525,998567,11551,23869,19306,8737,7040,2013,146541
196.0,3,516,998567,11551,23869,19306,8737,7040,2013,146541
196.5,3,508,1470595,58002,18576,23993,6799,5201,1828,148212
197.0,3,518,1470595,58002,18576,23993,6799,5201,1828,148212
197.5,3,516,155525,13261,2251,3660,1408,439,669,38874
198.0,3,520,155525,13261,2251,3660,1408,439,669,38874
198.5,3,529,407252,99616,2450,10152,8184,3687,1145,150171
199.0,3,521,407252,99616,2450,10152,8184,3687,1145,150171
199.5,3,523,279799,151244,22926,38911,20582,34549,1420,595179
200.0,3,527,279799,151244,22926,38911,20582,34549,1420,595179
200.5,3,508,68082,8656,295,3335,1845,1999,313,36475
201.0,3,518,68082,8656,295,3335,1845,1999,313,36475
201.5,3,519,333443,104535,27206,39127,6526,26907,4283,593286
202.0,3,517,333443,104535,27206,39127,6526,26907,4283,593286
202.5,3,520,235757,173544,35326,21918,10670,76782,6092,614907
203.0,3,526,235757,173544,35326,21918,10670,76782,6092,614907
203.5,3,521,135845,79850,23723,5119,9808,63326,4761,602475
204.0,3,526,135845,79850,23723,5119,9808,63326,4761,602475
204.5,3,528,192043,24325,20190,7014,12497,71581,5335,628991
205.0,3,511,671829,85532,17015,32722,24187,74009,2203,601327
205.5,3,519,671829,85532,17015,32722,24187,74009,2203,601327
206.0,3,521,671829,85532,17015,32722,24187,74009,2203,601327
206.5,3,518,859715,22716,30085,32174,13698,33835,5084,608318
207.0,3,519,859715,22716,30085,32174,13698,33835,5084,608318
207.5,3,532,61764,24903,1848,6235,5073,13709,2479,140721
208.0,3,526,601850,236903,15476,31578,8958,27940,5047,589647
208.5,3,527,601850,236903,15476,31578,8958,27940,5047,589647
209.0,3,535,1125246,30783,16164,24168,12860,50839,6768,618471
209.5,3,525,1125246,30783,16164,24168,12860,50839,6768,618471
210.0,3,526,299392,166184,32242,7675,34329,40471,1690,620580
210.5,3,526,299392,166184,32242,7675,34329,40471,1690,620580
211.0,3,525,1180513,171379,28037,27437,25290,63029,3641,537356
211.5,3,522,1180513,171379,28037,27437,25290,63029,3641,537356
212.0,3,538,510295,138681,86900,104517,56590,65531,4453,553563
212.5,3,532,510295,138681,86900,104517,56590,65531,4453,553563
213.0,3,530,1116824,124608,18952,26778,30651,18998,11079,563815
213.5,3,537,1116824,124608,18952,26778,30651,18998,11079,563815
214.0,3,539,1478532,339212,62417,22501,22322,63707,6934,565982
214.5,3,519,1478532,339212,62417,22501,22322,63707,6934,565982
215.0,3,530,177887,108980,12922,8588,24313,32698,3797,590886
215.5,3,528,177887,108980,12922,8588,24313,32698,3797,590886
216.0,3,525,864165,452403,48759,12541,18221,22733,6545,564614
216.5,3,539,864165,452403,48759,12541,18221,22733,6545,564614
