SEC,STATE,GSR,Delta,Theta,Low_Alpha,High_Alpha,Low_Beta,High_Beta,Low_Gamma,Mid_Gamma
217.0,3,535,674530,123351,52754,11904,32280,40058,6250,527690
217.5,3,533,674530,123351,52754,11904,32280,40058,6250,527690
218.0,3,539,419410,265307,14768,28614,8673,35354,3638,488250
218.5,3,541,419410,265307,14768,28614,8673,35354,3638,488250
219.0,3,521,1531000,161970,26824,24588,15471,40899,5807,550241
219.5,3,531,1531000,161970,26824,24588,15471,40899,5807,550241
220.0,3,531,1967853,86661,5951,5771,19488,79159,4092,519366
220.5,3,529,1967853,86661,5951,5771,19488,79159,4092,519366
221.0,3,536,104641,12523,1368,4120,17868,47319,4874,591670
221.5,3,541,104641,12523,1368,4120,17868,47319,4874,591670
222.0,3,538,70252,51136,2342,11143,24191,22323,5818,522888
222.5,3,540,70252,51136,2342,11143,24191,22323,5818,522888
223.0,3,544,246938,118118,17010,8508,27541,25588,3285,544367
223.5,3,527,246938,118118,17010,8508,27541,25588,3285,544367
224.0,3,532,266837,132057,18563,41969,12746,49885,3274,573680
224.5,3,535,266837,132057,18563,41969,12746,49885,3274,573680
225.0,3,536,1016903,76387,27898,7585,11416,41957,2488,595740
225.5,3,533,1016903,76387,27898,7585,11416,41957,2488,595740
226.0,3,545,532875,127891,5804,19433,23473,14634,3589,576859
226.5,3,544,532875,127891,5804,19433,23473,14634,3589,576859
227.0,3,539,196106,18742,11974,17135,20906,41597,3535,550791
227.5,3,543,196106,18742,11974,17135,20906,41597,3535,550791
228.0,3,546,232273,6462,658,1035,1224,4061,337,38086
228.5,3,530,232273,6462,658,1035,1224,4061,337,38086
229.0,3,536,182580,45120,22387,19997,5248,34626,3349,582833
229.5,3,538,182580,45120,22387,19997,5248,34626,3349,582833
230.0,3,537,469388,91760,8876,16426,8107,37167,3582,581978
230.5,3,541,469388,91760,8876,16426,8107,37167,3582,581978
231.0,3,546,210663,32673,5389,5883,4933,11013,2220,133376
231.5,3,541,210663,32673,5389,5883,4933,11013,2220,133376
232.0,3,543,173607,48881,8600,18393,40051,58116,3575,539119
232.5,3,546,173607,48881,8600,18393,40051,58116,3575,539119
233.0,3,527,78950,35790,13193,13897,33212,31727,4459,576579
233.5,3,539,78950,35790,13193,13897,33212,31727,4459,576579
234.0,3,538,30514,34081,18867,27267,21510,24701,9223,573229
234.5,3,536,30514,34081,18867,27267,21510,24701,9223,573229
235.0,3,546,1215368,46440,32644,3087,17645,5317,901,175612
235.5,3,544,1215368,46440,32644,3087,17645,5317,901,175612
236.0,3,541,281130,121986,61299,21442,6309,3209,4096,197627
236.5,3,538,281130,121986,61299,21442,6309,3209,4096,197627
237.0,3,518,573649,45454,2628,6951,5294,3239,1523,49307
237.5,3,515,573649,45454,2628,6951,5294,3239,1523,49307
238.0,3,509,646002,39856,47034,9190,10217,6530,2200,173873
238.5,3,501,646002,39856,47034,9190,10217,6530,2200,173873
239.0,3,497,1000811,260910,2831,10872,13773,9069,2505,154129
239.5,3,498,1000811,260910,2831,10872,13773,9069,2505,154129
240.0,3,493,84129,44624,10024,10039,10163,32323,10249,466790
240.5,3,495,84129,44624,10024,10039,10163,32323,10249,466790
241.0,3,500,1031905,54957,5223,6588,13392,8130,2852,94779
241.5,3,480,1031905,54957,5223,6588,13392,8130,2852,94779
242.0,3,492,1153808,20032,12169,1264,4180,18554,1533,107137
242.5,3,492,1153808,20032,12169,1264,4180,18554,1533,107137
243.0,3,490,1058328,159417,27475,16051,8484,31721,5170,305779
243.5,3,507,1058328,159417,27475,16051,8484,31721,5170,305779
244.0,3,498,69525,6201,1777,2816,5581,15107,645,117532
244.5,3,498,69525,6201,1777,2816,5581,15107,645,117532
245.0,3,507,303247,46928,6987,5375,5675,4031,2050,105628
245.5,3,489,303247,46928,6987,5375,5675,4031,2050,105628
246.0,3,493,2034518,140813,22207,11676,31492,45501,4868,350869
246.5,3,496,2034518,140813,22207,11676,31492,45501,4868,350869
247.0,3,494,269049,149811,31310,14292,21795,46334,6435,352803
247.5,3,501,269049,149811,31310,14292,21795,46334,6435,352803
248.0,3,502,111970,5178,1691,1448,1730,2258,351,23664
248.5,3,499,111970,5178,1691,1448,1730,2258,351,23664
249.0,3,504,728305,180294,16997,27742,23505,73379,6355,366080
249.5,3,502,728305,180294,16997,27742,23505,73379,6355,366080
250.0,3,491,24416,8879,3966,10411,8034,107636,6136,534556
250.5,3,500,24416,8879,3966,10411,8034,107636,6136,534556
251.0,3,497,832845,189042,89459,45591,28315,32752,21706,563382
251.5,3,487,832845,189042,89459,45591,28315,32752,21706,563382
252.0,3,492,112853,67153,1467,3366,2316,1374,917,43961
252.5,3,486,112853,67153,1467,3366,2316,1374,917,43961
253.0,3,494,366295,185390,37077,42948,11008,11059,3448,191905
253.5,3,476,366295,185390,37077,42948,11008,11059,3448,191905
254.0,3,483,839168,731838,15145,67834,81640,35217,11184,606836
254.5,3,484,839168,731838,15145,67834,81640,35217,11184,606836
255.0,3,481,119916,200868,8892,7667,13775,12472,5629,136040
255.5,3,498,119916,200868,8892,7667,13775,12472,5629,136040
256.0,3,491,603841,102586,11311,3313,24275,3289,3061,157448
256.5,3,494,603841,102586,11311,3313,24275,3289,3061,157448
257.0,3,496,213241,93269,8798,7621,6229,15285,1060,169787
257.5,3,477,213241,93269,8798,7621,6229,15285,1060,169787
258.0,3,488,904265,186448,10847,14022,14693,5023,3737,171329
258.5,3,490,904265,186448,10847,14022,14693,5023,3737,171329
259.0,3,488,1163981,284294,64628,10805,24189,36079,6165,658349
259.5,3,503,1163981,284294,64628,10805,24189,36079,6165,658349
260.0,3,496,587637,126977,39359,51787,27332,10587,9631,713058
260.5,3,501,587637,126977,39359,51787,27332,10587,9631,713058
261.0,3,500,888464,359785,85799,53380,20564,47912,11315,687281
261.5,3,490,888464,359785,85799,53380,20564,47912,11315,687281
262.0,3,496,1463089,177220,78104,36855,46146,11057,7966,699164
262.5,3,493,1463089,177220,78104,36855,46146,11057,7966,699164
263.0,3,506,350867,103490,8747,2566,9182,13200,1867,173788
263.5,3,497,350867,103490,8747,2566,9182,13200,1867,173788
264.0,3,501,446687,92011,102596,29640,32421,27758,6667,671668
264.5,3,505,446687,92011,102596,29640,32421,27758,6667,671668
265.0,3,486,382707,82865,7196,3807,3530,5624,1226,165056
265.5,3,497,382707,82865,7196,3807,3530,5624,1226,165056
266.0,3,494,191926,51223,10836,13074,6418,7578,1069,179160
266.5,3,501,191926,51223,10836,13074,6418,7578,1069,179160
267.0,3,506,1225726,32581,11740,8772,17082,39827,4296,570639
267.5,3,500,1225726,32581,11740,8772,17082,39827,4296,570639
268.0,3,506,200056,58120,20005,9159,5413,6466,641,129845
268.5,3,488,200056,58120,20005,9159,5413,6466,641,129845
269.0,3,497,1435146,149335,84530,30474,23082,52042,4624,574260
269.5,3,499,1435146,149335,84530,30474,23082,52042,4624,574260
270.0,3,496,198186,280191,40653,33167,9968,37406,6979,556024
270.5,3,510,198186,280191,40653,33167,9968,37406,6979,556024
271.0,3,502,231580,37174,11408,3467,4763,10125,1506,130696
271.5,3,505,231580,37174,11408,3467,4763,10125,1506,130696
272.0,3,509,1014894,66067,4775,3692,5098,2888,936,151347
272.5,3,491,1014894,66067,4775,3692,5098,2888,936,151347
273.0,3,502,522464,128549,93249,13702,21311,28953,3438,579951
273.5,3,500,522464,128549,93249,13702,21311,28953,3438,579951
274.0,3,497,731874,20434,8284,11253,6237,10370,1293,134583
274.5,3,511,731874,20434,8284,11253,6237,10370,1293,134583
275.0,3,507,224873,211584,21739,52428,15568,41218,8140,475844
275.5,3,507,224873,211584,21739,52428,15568,41218,8140,475844
276.0,3,510,776970,81811,19455,2321,4676,5031,3449,144557
276.5,3,490,776970,81811,19455,2321,4676,5031,3449,144557
277.0,3,501,730434,98131,33868,8069,15540,3584,2376,135775
277.5,3,493,730434,98131,33868,8069,15540,3584,2376,135775
278.0,3,492,947706,15428,6365,12778,8157,8022,2066,133272
278.5,3,485,947706,15428,6365,12778,8157,8022,2066,133272
279.0,3,486,176130,79535,17160,7167,5333,7426,1425,129302
279.5,3,489,176130,79535,17160,7167,5333,7426,1425,129302
280.0,3,474,890691,167621,108936,11442,35362,25566,4771,528762
280.5,3,485,890691,167621,108936,11442,35362,25566,4771,528762
281.0,3,482,151460,65082,14698,12400,9455,7273,2241,99307
281.5,3,496,151460,65082,14698,12400,9455,7273,2241,99307
282.0,3,491,220271,49843,56845,14082,29278,53189,11589,362314
282.5,3,493,220271,49843,56845,14082,29278,53189,11589,362314
283.0,3,498,10551,10226,7795,7234,12325,60399,4379,431359
283.5,3,480,10551,10226,7795,7234,12325,60399,4379,431359
284.0,3,489,71973,18480,1631,8301,7656,40437,10406,427671
284.5,3,489,71973,18480,1631,8301,7656,40437,10406,427671
285.0,3,496,110594,14652,4147,4656,1928,59927,8970,415436
285.5,3,497,110594,14652,4147,4656,1928,59927,8970,415436
286.0,3,492,79853,45638,4748,2182,8689,51155,7562,453216
286.5,3,498,79853,45638,4748,2182,8689,51155,7562,453216
287.0,3,480,617582,258937,5682,23543,47655,33516,4705,345206
287.5,3,488,617582,258937,5682,23543,47655,33516,4705,345206
288.0,3,489,1221673,268036,8948,37365,24582,29938,11185,370324
288.5,3,482,1221673,268036,8948,37365,24582,29938,11185,370324
289.0,3,498,634670,44833,2945,17026,2798,4159,2197,101418
289.5,3,492,634670,44833,2945,17026,2798,4159,2197,101418
290.0,3,496,147661,248838,73077,88025,62500,104527,2844,347377
290.5,3,499,147661,248838,73077,88025,62500,104527,2844,347377
291.0,3,481,317193,247414,35603,29203,58793,54361,3852,372705
291.5,3,490,317193,247414,35603,29203,58793,54361,3852,372705
292.0,3,489,302433,142795,21574,11076,15388,35010,8746,364605
292.5,3,495,302433,142795,21574,11076,15388,35010,8746,364605
293.0,3,497,440529,182946,14885,19927,6067,59659,10108,331494
293.5,3,490,440529,182946,14885,19927,6067,59659,10108,331494
294.0,3,498,87902,10080,7864,1278,3379,8125,606,87949
294.5,3,481,87902,10080,7864,1278,3379,8125,606,87949
295.0,3,483,234862,28254,1352,2570,8366,5508,1561,94205
295.5,3,490,234862,28254,1352,2570,8366,5508,1561,94205
296.0,3,487,1535620,60182,11403,19535,15732,40228,5635,376370
296.5,3,500,1535620,60182,11403,19535,15732,40228,5635,376370
297.0,3,494,810489,97704,23561,18227,18689,71868,2511,369583
297.5,3,494,810489,97704,23561,18227,18689,71868,2511,369583
298.0,3,501,302282,159592,7687,28596,73178,20680,3808,385352
298.5,3,480,302282,159592,7687,28596,73178,20680,3808,385352
299.0,3,493,45548,22778,5639,13033,18310,74486,10272,372524
299.5,3,493,45548,22778,5639,13033,18310,74486,10272,372524
300.0,4,488,84523,15218,1758,6248,3974,10090,1392,98043
300.5,4,503,84523,15218,1758,6248,3974,10090,1392,98043
301.0,4,493,237585,88054,42304,21108,10438,59215,5277,306237
301.5,4,491,237585,88054,42304,21108,10438,59215,5277,306237
302.0,4,490,2705309,168193,138460,28117,43526,51908,11830,384987
302.5,4,466,1200364,471286,29550,9886,34032,52300,12637,348822
303.0,4,468,1200364,471286,29550,9886,34032,52300,12637,348822
303.5,4,467,1200364,471286,29550,9886,34032,52300,12637,348822
304.0,4,475,340176,216958,11614,24828,9139,8359,6461,77719
304.5,4,471,794798,72701,52503,7213,24291,94837,10670,258667
305.0,4,470,794798,72701,52503,7213,24291,94837,10670,258667
305.5,4,475,794798,72701,52503,7213,24291,94837,10670,258667
306.0,4,458,306464,34972,6030,9422,3355,13884,2558,69794
306.5,4,471,70826,51734,9245,3293,25748,71552,11103,225022
307.0,4,472,70826,51734,9245,3293,25748,71552,11103,225022
307.5,4,481,723442,64111,804,3282,7025,4830,1339,61103
308.0,4,481,723442,64111,804,3282,7025,4830,1339,61103
308.5,4,483,1389147,61274,8178,19860,22338,27760,6351,281430
309.0,4,487,1389147,61274,8178,19860,22338,27760,6351,281430
309.5,4,468,384949,67984,41154,15998,5180,38492,3451,299706
310.0,4,477,384949,67984,41154,15998,5180,38492,3451,299706
310.5,4,477,217230,29364,30619,3084,10303,11957,2217,90984
311.0,4,482,217230,29364,30619,3084,10303,11957,2217,90984
311.5,4,484,380762,13287,8571,5508,4574,16787,2138,66812
312.0,4,483,380762,13287,8571,5508,4574,16787,2138,66812
312.5,4,487,167973,79460,3239,13208,37394,23388,10196,299817
313.0,4,470,167973,79460,3239,13208,37394,23388,10196,299817
313.5,4,480,657182,136901,34230,11629,25779,65883,13886,262162
314.0,4,477,657182,136901,34230,11629,25779,65883,13886,262162
314.5,4,491,507958,46811,58888,8847,20615,45022,7381,276666
315.0,4,482,507958,46811,58888,8847,20615,45022,7381,276666
315.5,4,488,93331,47475,31316,11434,14002,43200,7942,266372
316.0,4,480,93331,47475,31316,11434,14002,43200,7942,266372
316.5,4,478,198785,84639,7736,7815,12104,5253,1642,71437
317.0,4,480,198785,84639,7736,7815,12104,5253,1642,71437
317.5,4,476,13881,42633,22998,8923,9912,81962,5751,308785
318.0,4,489,13881,42633,22998,8923,9912,81962,5751,308785
318.5,4,484,752002,39199,21659,16911,32997,72260,4801,257170
319.0,4,490,752002,39199,21659,16911,32997,72260,4801,257170
319.5,4,472,375786,110748,19321,14362,42324,38483,7622,327179
320.0,4,481,375786,110748,19321,14362,42324,38483,7622,327179
320.5,4,478,85677,37676,13536,18384,16412,14789,6969,304274
321.0,4,491,85677,37676,13536,18384,16412,14789,6969,304274
321.5,4,485,128448,14831,12143,13711,13230,13109,1817,52990
322.0,4,489,128448,14831,12143,13711,13230,13109,1817,52990
322.5,4,482,214099,30099,14460,26522,39468,25263,3126,259120
323.0,4,481,214099,30099,14460,26522,39468,25263,3126,259120
323.5,4,484,25548,5533,9985,15995,11732,55915,3535,280644
324.0,4,483,25548,5533,9985,15995,11732,55915,3535,280644
324.5,4,491,488768,154455,74469,23013,21543,51764,8117,272169
325.0,4,490,488768,154455,74469,23013,21543,51764,8117,272169
325.5,4,495,50575,83121,6734,6520,15808,76095,6603,313228
326.0,4,477,50575,83121,6734,6520,15808,76095,6603,313228
326.5,4,486,418143,60207,10839,22176,5587,54635,6980,250432
327.0,4,483,418143,60207,10839,22176,5587,54635,6980,250432
327.5,4,498,510142,75251,8195,15903,16617,30575,5934,198129
328.0,4,491,510142,75251,8195,15903,16617,30575,5934,198129
328.5,4,497,1493482,86320,12560,22444,14880,65336,8663,232594
329.0,4,479,1493482,86320,12560,22444,14880,65336,8663,232594
329.5,4,487,220451,140587,118640,60372,25688,19572,4528,293526
330.0,4,486,220451,140587,118640,60372,25688,19572,4528,293526
330.5,4,497,23456,9712,2942,5163,7724,85325,6506,282279
331.0,4,493,23456,9712,2942,5163,7724,85325,6506,282279
331.5,4,497,346445,88469,445,3094,17631,4655,1613,52764
332.0,4,482,346445,88469,445,3094,17631,4655,1613,52764
332.5,4,491,766695,46359,8613,17398,13909,104743,5270,321688
333.0,4,489,766695,46359,8613,17398,13909,104743,5270,321688
333.5,4,500,77313,23582,19936,14862,20756,119110,6559,303114
334.0,4,494,77313,23582,19936,14862,20756,119110,6559,303114
334.5,4,498,170245,66932,13371,10414,29024,72388,5459,283433
335.0,4,483,170245,66932,13371,10414,29024,72388,5459,283433
335.5,4,493,21545,36673,4992,34074,19761,66522,4700,264464
336.0,4,490,21545,36673,4992,34074,19761,66522,4700,264464
336.5,4,503,85284,20502,1962,2639,2709,25073,2434,67275
337.0,4,498,85284,20502,1962,2639,2709,25073,2434,67275
337.5,4,504,10686,2469,13151,15520,13847,79629,6124,270811
338.0,4,487,10686,2469,13151,15520,13847,79629,6124,270811
338.5,4,498,1675373,99872,11981,37696,7718,36402,10492,245075
339.0,4,494,1675373,99872,11981,37696,7718,36402,10492,245075
339.5,4,504,135930,18697,8032,13949,3894,10793,2474,70681
340.0,4,501,135930,18697,8032,13949,3894,10793,2474,70681
340.5,4,506,197638,77195,49497,16027,15326,37450,7379,286581
341.0,4,492,197638,77195,49497,16027,15326,37450,7379,286581
341.5,4,499,864860,107031,11541,4064,29386,90083,8762,328606
342.0,4,496,864860,107031,11541,4064,29386,90083,8762,328606
342.5,4,504,855626,60100,10715,5115,35928,81821,7008,221268
343.0,4,501,855626,60100,10715,5115,35928,81821,7008,221268
343.5,4,507,38241,22007,31533,17084,14595,54313,4890,195826
344.0,4,490,38241,22007,31533,17084,14595,54313,4890,195826
344.5,4,500,769391,201689,66511,82484,10139,41139,6649,264140
345.0,4,495,769391,201689,66511,82484,10139,41139,6649,264140
345.5,4,509,155612,3828,10643,1767,3002,20728,2720,70461
346.0,4,502,155612,3828,10643,1767,3002,20728,2720,70461
346.5,4,509,1266331,60699,449,16756,23824,62391,17785,216277
347.0,4,492,1266331,60699,449,16756,23824,62391,17785,216277
347.5,4,500,696732,81984,31598,24591,15755,52087,11384,257502
348.0,4,501,696732,81984,31598,24591,15755,52087,11384,257502
348.5,4,507,256907,74964,34709,21716,36612,52822,13213,253058
349.0,4,509,256907,74964,34709,21716,36612,52822,13213,253058
349.5,4,508,1462190,116529,56781,33490,19601,58293,4313,273675
350.0,4,513,1462190,116529,56781,33490,19601,58293,4313,273675
350.5,4,497,241018,176845,18242,11798,25031,44289,5028,259244
351.0,4,505,241018,176845,18242,11798,25031,44289,5028,259244
351.5,4,504,898039,90586,32429,27392,22349,28129,5095,249411
352.0,4,514,898039,90586,32429,27392,22349,28129,5095,249411
352.5,4,507,519964,18935,6390,3828,11623,6108,2081,56772
353.0,4,510,519964,18935,6390,3828,11623,6108,2081,56772
353.5,4,512,181152,37034,23689,20176,38300,96520,3442,275416
354.0,4,500,181152,37034,23689,20176,38300,96520,3442,275416
354.5,4,507,358825,94579,20380,21102,18582,40187,5486,314425
355.0,4,503,358825,94579,20380,21102,18582,40187,5486,314425
355.5,4,512,821667,90971,35957,40976,43162,24275,12351,237978
356.0,4,508,821667,90971,35957,40976,43162,24275,12351,237978
356.5,4,514,49394,46047,7513,7719,20713,57249,7290,245246
357.0,4,498,49394,46047,7513,7719,20713,57249,7290,245246
357.5,4,506,86073,26192,7214,5150,6572,11241,2765,60278
358.0,4,503,86073,26192,7214,5150,6572,11241,2765,60278
358.5,4,505,500856,13754,4845,2914,4056,3929,2555,58514
359.0,4,512,500856,13754,4845,2914,4056,3929,2555,58514
359.5,4,509,379605,17385,14867,10308,45198,17165,5792,243579
360.0,4,515,379605,17385,14867,10308,45198,17165,5792,243579
360.5,4,498,965607,35577,3052,8666,5201,16621,2621,65308
361.0,4,508,965607,35577,3052,8666,5201,16621,2621,65308
361.5,4,510,989087,64357,64852,9373,26301,31131,15728,216379
362.0,4,506,989087,64357,64852,9373,26301,31131,15728,216379
362.5,4,521,468174,364596,35017,14998,13948,23020,8447,263728
363.0,4,512,468174,364596,35017,14998,13948,23020,8447,263728
363.5,4,519,565056,15314,24709,30376,5374,8219,2438,70256
364.0,4,509,565056,15314,24709,30376,5374,8219,2438,70256
364.5,4,503,632332,108646,8138,10278,9153,4932,4613,16726
365.0,4,502,632332,108646,8138,10278,9153,4932,4613,16726
365.5,4,498,1245899,56901,15345,13107,20754,32715,8626,270700
366.0,4,501,1245899,56901,15345,13107,20754,32715,8626,270700
366.5,4,504,966221,81770,11877,6868,11045,11647,1692,90286
367.0,4,502,966221,81770,11877,6868,11045,11647,1692,90286
367.5,4,509,29536,23448,5630,1107,2321,5094,557,20601
368.0,4,499,29536,23448,5630,1107,2321,5094,557,20601
368.5,4,494,64376,19437,76023,13874,13935,8146,2841,70871
369.0,4,500,64376,19437,76023,13874,13935,8146,2841,70871
369.5,4,498,1020243,106918,4840,34499,8207,20228,1950,90968
370.0,4,504,1020243,106918,4840,34499,8207,20228,1950,90968
370.5,4,507,665327,85289,22810,96000,109706,44006,12184,443698
371.0,4,498,665327,85289,22810,96000,109706,44006,12184,443698
371.5,4,497,1182006,211050,54368,66738,36711,36416,9253,402845
372.0,4,487,1182006,211050,54368,66738,36711,36416,9253,402845
372.5,4,478,1591429,223409,46777,33054,29954,44189,10372,417299
373.0,4,485,1591429,223409,46777,33054,29954,44189,10372,417299
373.5,4,483,891646,62918,23867,31456,43468,70141,6718,291740
374.0,4,486,891646,62918,23867,31456,43468,70141,6718,291740
374.5,4,496,957070,64409,35190,12923,23120,45683,7279,239332
375.0,4,492,957070,64409,35190,12923,23120,45683,7279,239332
375.5,4,497,1748202,93605,4129,22254,10484,78905,12261,395487
376.0,4,494,1748202,93605,4129,22254,10484,78905,12261,395487
376.5,4,487,62947,31704,33642,24133,29832,46023,9982,293901
377.0,4,492,62947,31704,33642,24133,29832,46023,9982,293901
377.5,4,491,351727,99512,9509,4241,8642,10568,5022,56191
378.0,4,496,351727,99512,9509,4241,8642,10568,5022,56191
378.5,4,500,355676,96980,8588,29617,27457,34300,4728,262139
379.0,4,496,355676,96980,8588,29617,27457,34300,4728,262139
379.5,4,500,221408,54393,18797,11252,14499,15711,5827,317161
380.0,4,503,221408,54393,18797,11252,14499,15711,5827,317161
380.5,4,484,725759,102123,45613,13997,44291,82470,7654,271813
381.0,4,493,725759,102123,45613,13997,44291,82470,7654,271813
381.5,4,494,679810,69363,5815,4823,26142,76822,6726,303472
382.0,4,493,679810,69363,5815,4823,26142,76822,6726,303472
382.5,4,502,401707,37447,19601,15188,36248,26311,9704,320730
383.0,4,500,401707,37447,19601,15188,36248,26311,9704,320730
383.5,4,498,904137,299971,87670,40057,17584,112487,4326,315309
384.0,4,504,904137,299971,87670,40057,17584,112487,4326,315309
384.5,4,504,521071,141450,83265,55414,85150,47485,14077,267819
385.0,4,483,521071,141450,83265,55414,85150,47485,14077,267819
385.5,4,492,303347,95357,24793,18116,10441,40875,5438,349749
386.0,4,491,303347,95357,24793,18116,10441,40875,5438,349749
386.5,4,489,531489,48982,57820,8972,16967,70147,8202,312269
387.0,4,502,531489,48982,57820,8972,16967,70147,8202,312269
387.5,4,501,315398,118405,19475,38505,49777,28686,25559,335536
388.0,4,499,315398,118405,19475,38505,49777,28686,25559,335536
388.5,4,503,45257,28079,11625,3048,24729,28209,10629,322826
389.0,4,489,45257,28079,11625,3048,24729,28209,10629,322826
389.5,4,492,50002,14710,3191,1574,7850,2000,485,25499
390.0,4,498,50002,14710,3191,1574,7850,2000,485,25499
390.5,4,495,454153,225203,106064,36774,35308,60166,6994,317014
391.0,4,494,454153,225203,106064,36774,35308,60166,6994,317014
391.5,4,502,960754,12987,7984,1690,2145,18192,2898,95948
392.0,4,496,960754,12987,7984,1690,2145,18192,2898,95948
392.5,4,502,815224,96003,21779,2958,12917,56248,28437,308134
393.0,4,505,815224,96003,21779,2958,12917,56248,28437,308134
393.5,4,486,660377,31027,7191,59113,14548,20845,7780,281589
394.0,4,497,660377,31027,7191,59113,14548,20845,7780,281589
394.5,4,495,1896355,315597,89146,86575,42633,38742,14593,306368
395.0,4,490,1896355,315597,89146,86575,42633,38742,14593,306368
395.5,4,501,75675,79511,23735,2346,3921,9843,4012,82124
396.0,4,496,75675,79511,23735,2346,3921,9843,4012,82124
396.5,4,500,668415,194094,40187,30283,14775,81460,8962,291811
397.0,4,497,668415,194094,40187,30283,14775,81460,8962,291811
397.5,4,486,294499,160352,62405,11767,47974,22736,14156,293771
398.0,4,495,294499,160352,62405,11767,47974,22736,14156,293771
398.5,4,492,546135,22974,3420,3628,7168,14516,1238,82831
399.0,4,492,78850,35112,913,1087,730,4113,683,18773
399.5,4,503,78850,35112,913,1087,730,4113,683,18773
400.0,4,500,758656,163535,78673,23672,37318,31751,16826,232191
400.5,4,502,758656,163535,78673,23672,37318,31751,16826,232191
401.0,4,503,758656,163535,78673,23672,37318,31751,16826,232191
401.5,4,485,461767,13486,39179,30620,18452,31851,10701,287276
402.0,4,495,261937,150341,11631,799,9129,3919,4946,52782
402.5,4,496,261937,150341,11631,799,9129,3919,4946,52782
403.0,4,492,261937,150341,11631,799,9129,3919,4946,52782
403.5,4,506,943182,370602,39706,28499,39845,56194,9727,257425
404.0,4,500,168955,115336,11051,4288,11745,19336,2539,69847
404.5,4,501,168955,115336,11051,4288,11745,19336,2539,69847
405.0,4,508,568051,247298,28819,46172,43149,46482,3991,282503
405.5,4,488,568051,247298,28819,46172,43149,46482,3991,282503
406.0,4,500,469672,144389,18687,23674,13580,56122,11330,313033
406.5,4,500,469672,144389,18687,23674,13580,56122,11330,313033
407.0,4,499,418314,23858,14729,38974,27486,29491,13112,335157
407.5,4,507,418314,23858,14729,38974,27486,29491,13112,335157
408.0,4,501,433871,69270,35348,39951,15365,64898,20067,307658
408.5,4,507,433871,69270,35348,39951,15365,64898,20067,307658
409.0,4,504,2304928,561097,58261,27139,75738,38165,4628,339262
409.5,4,496,2304928,561097,58261,27139,75738,38165,4628,339262
410.0,4,501,5020,24755,13348,8745,15591,53932,7690,340128
410.5,4,500,5020,24755,13348,8745,15591,53932,7690,340128
411.0,4,506,342316,111483,37033,31089,17933,46965,7372,267267
411.5,4,505,342316,111483,37033,31089,17933,46965,7372,267267
412.0,4,504,111818,93438,7658,2892,4182,24500,3210,72493
412.5,4,510,111818,93438,7658,2892,4182,24500,3210,72493
413.0,4,493,70662,24447,1980,6530,5046,8006,1468,70321
413.5,4,501,70662,24447,1980,6530,5046,8006,1468,70321
414.0,4,500,721616,17871,19919,46769,20667,42143,7086,249752
414.5,4,498,721616,17871,19919,46769,20667,42143,7086,249752
415.0,4,512,16119,53117,3239,19693,14465,84928,6625,287170
415.5,4,504,16119,53117,3239,19693,14465,84928,6625,287170
416.0,4,511,41948,44131,9831,17897,41436,17116,3846,267072
416.5,4,501,41948,44131,9831,17897,41436,17116,3846,267072
417.0,4,500,400131,24091,8241,6532,14990,9794,1726,71277
417.5,4,504,400131,24091,8241,6532,14990,9794,1726,71277
418.0,4,500,637894,400070,9949,38033,52190,57417,7481,274612
418.5,4,512,637894,400070,9949,38033,52190,57417,7481,274612
419.0,4,507,131215,47603,6513,3255,13219,9924,1508,69541
419.5,4,510,131215,47603,6513,3255,13219,9924,1508,69541
420.0,5,494,2199845,307895,104403,82873,48617,88683,22108,327735
420.5,5,491,2199845,307895,104403,82873,48617,88683,22108,327735
421.0,5,480,2344860,282832,29088,8562,13482,23887,19810,322030
421.5,5,475,2344860,282832,29088,8562,13482,23887,19810,322030
422.0,5,480,302804,19900,16051,21207,33661,17509,16500,342783
422.5,5,470,302804,19900,16051,21207,33661,17509,16500,342783
423.0,5,477,169184,121780,29603,3000,7258,12575,3437,68782
423.5,5,459,169184,121780,29603,3000,7258,12575,3437,68782
424.0,5,463,783976,92381,7095,9233,8436,4074,2387,94903
424.5,5,459,783976,92381,7095,9233,8436,4074,2387,94903
425.0,5,452,796623,262042,252261,52757,62371,56357,14004,361027
425.5,5,457,796623,262042,252261,52757,62371,56357,14004,361027
426.0,5,454,346207,20377,6854,2006,3319,2112,1101,16820
426.5,5,461,346207,20377,6854,2006,3319,2112,1101,16820
427.0,5,446,194190,22882,4573,10723,9766,3474,2041,86087
427.5,5,459,194190,22882,4573,10723,9766,3474,2041,86087
428.0,5,460,560118,75006,40279,46231,27029,32277,6937,321767
428.5,5,469,560118,75006,40279,46231,27029,32277,6937,321767
429.0,5,466,555943,332609,6436,2402,20150,40728,11934,329574
429.5,5,468,555943,332609,6436,2402,20150,40728,11934,329574
430.0,5,471,284814,86660,17935,58616,26588,24903,11272,305956
430.5,5,461,284814,86660,17935,58616,26588,24903,11272,305956
431.0,5,466,192433,66495,7137,13787,20755,35413,11641,342471
431.5,5,461,192433,66495,7137,13787,20755,35413,11641,342471
432.0,5,476,537261,286241,92148,24250,9082,49082,13564,239886
432.5,5,468,537261,286241,92148,24250,9082,49082,13564,239886
433.0,5,474,428403,102289,12957,21491,10641,76762,14690,232218
433.5,5,456,428403,102289,12957,21491,10641,76762,14690,232218
