SEC,STATE,GSR,Delta,Theta,Low_Alpha,High_Alpha,Low_Beta,High_Beta,Low_Gamma,Mid_Gamma
216.5,3,519,157567,35330,7454,2144,12561,5231,998,62266
217.0,3,528,157567,35330,7454,2144,12561,5231,998,62266
217.5,3,527,7496,8741,9213,4722,11352,81733,4913,262138
218.0,3,526,7496,8741,9213,4722,11352,81733,4913,262138
218.5,3,531,90524,40408,19397,32127,23274,19917,3336,271664
219.0,3,515,90524,40408,19397,32127,23274,19917,3336,271664
219.5,3,523,39236,125246,8865,7963,25665,18205,3953,242289
220.0,3,524,39236,125246,8865,7963,25665,18205,3953,242289
220.5,3,522,94823,61076,12401,16120,25624,48681,2577,220201
221.0,3,530,94823,61076,12401,16120,25624,48681,2577,220201
221.5,3,528,14244,21560,3359,8742,17989,48081,5032,209128
222.0,3,534,14244,21560,3359,8742,17989,48081,5032,209128
222.5,3,518,231625,55947,55795,14806,7026,64559,4470,253510
223.0,3,523,231625,55947,55795,14806,7026,64559,4470,253510
223.5,3,524,85640,37747,21594,14077,49179,21060,2979,244215
224.0,3,523,85640,37747,21594,14077,49179,21060,2979,244215
224.5,3,535,110426,23608,2757,5392,8201,30414,3162,234998
225.0,3,530,110426,23608,2757,5392,8201,30414,3162,234998
225.5,3,528,618956,7143,4389,20055,30645,7257,3782,262819
226.0,3,530,618956,7143,4389,20055,30645,7257,3782,262819
226.5,3,513,75807,7643,1242,1409,538,1575,243,15244
227.0,3,520,75807,7643,1242,1409,538,1575,243,15244
227.5,3,517,353118,226183,14727,79508,27407,19175,10509,288602
228.0,3,510,353118,226183,14727,79508,27407,19175,10509,288602
228.5,3,519,194873,49498,13031,5183,14572,3811,1570,57514
229.0,3,513,194873,49498,13031,5183,14572,3811,1570,57514
229.5,3,519,178737,49764,10997,7585,8171,46957,8113,232862
230.0,3,505,178737,49764,10997,7585,8171,46957,8113,232862
230.5,3,511,753581,8428,9571,17992,16058,65762,4420,265392
231.0,3,517,753581,8428,9571,17992,16058,65762,4420,265392
231.5,3,513,18026,18051,9958,6548,32842,32287,3718,287634
232.0,3,526,18026,18051,9958,6548,32842,32287,3718,287634
232.5,3,518,22194,10767,5538,3340,12710,37166,3980,251082
233.0,3,521,22194,10767,5538,3340,12710,37166,3980,251082
233.5,3,524,96327,26245,15151,7650,6289,4247,2232,56297
234.0,3,512,96327,26245,15151,7650,6289,4247,2232,56297
234.5,3,517,253619,79541,19227,18588,25942,91779,4487,223788
235.0,3,515,253619,79541,19227,18588,25942,91779,4487,223788
235.5,3,518,256001,170379,25048,15764,18316,27459,9325,167866
236.0,3,513,256001,170379,25048,15764,18316,27459,9325,167866
236.5,3,506,349946,46310,33584,14442,20031,68647,15328,115892
237.0,3,511,349946,46310,33584,14442,20031,68647,15328,115892
237.5,3,499,440796,49991,33379,12108,37267,23670,6508,40374
238.0,3,506,440796,49991,33379,12108,37267,23670,6508,40374
238.5,3,506,1608475,430295,92342,36691,51725,47951,18823,253040
239.0,3,503,1608475,430295,92342,36691,51725,47951,18823,253040
239.5,3,515,160902,7228,11761,3707,7203,8628,583,64118
240.0,3,509,160902,7228,11761,3707,7203,8628,583,64118
240.5,3,514,445544,20611,40394,8024,28576,14547,4416,236874
241.0,3,517,445544,20611,40394,8024,28576,14547,4416,236874
241.5,3,503,751635,211546,29814,11734,40674,35249,12028,61103
242.0,3,511,751635,211546,29814,11734,40674,35249,12028,61103
242.5,3,510,84775,116617,16331,64020,14517,48659,25019,215832
243.0,3,510,84775,116617,16331,64020,14517,48659,25019,215832
243.5,3,513,181782,111756,25977,51636,29653,30242,12562,272690
244.0,3,509,181782,111756,25977,51636,29653,30242,12562,272690
244.5,3,514,84767,17927,5641,4845,6603,19759,3113,64452
245.0,3,502,84767,17927,5641,4845,6603,19759,3113,64452
245.5,3,508,42301,48732,12488,26392,19552,20207,1487,249815
246.0,3,512,42301,48732,12488,26392,19552,20207,1487,249815
246.5,3,510,379397,33569,8580,23095,10558,64267,1226,204378
247.0,3,521,379397,33569,8580,23095,10558,64267,1226,204378
247.5,3,514,377152,84194,19356,10676,17730,16565,2571,206548
248.0,3,519,377152,84194,19356,10676,17730,16565,2571,206548
248.5,3,508,350243,107426,8996,14061,3897,2339,1155,53141
249.0,3,512,350243,107426,8996,14061,3897,2339,1155,53141
249.5,3,514,161877,23300,21658,9123,3193,15814,1493,60083
250.0,3,512,161877,23300,21658,9123,3193,15814,1493,60083
250.5,3,522,363404,19542,5941,11403,11818,52856,3774,230906
251.0,3,517,149188,9846,8475,10700,17325,38889,1881,246529
251.5,3,521,149188,9846,8475,10700,17325,38889,1881,246529
252.0,3,513,33780,20298,15248,5984,3930,56218,2193,250284
252.5,3,515,33780,20298,15248,5984,3930,56218,2193,250284
253.0,3,517,271361,44753,3245,12156,10398,46631,3498,184209
253.5,3,513,271361,44753,3245,12156,10398,46631,3498,184209
254.0,3,525,11888,10109,7950,12490,6755,60367,2585,248761
254.5,3,520,11888,10109,7950,12490,6755,60367,2585,248761
255.0,3,524,108230,130363,47301,14198,24886,19593,3072,232527
255.5,3,515,108230,130363,47301,14198,24886,19593,3072,232527
256.0,3,516,283996,37520,9172,22938,10114,64206,6556,186059
256.5,3,519,283996,37520,9172,22938,10114,64206,6556,186059
257.0,3,516,83815,25970,32323,4736,44389,19635,2413,235208
257.5,3,523,83815,25970,32323,4736,44389,19635,2413,235208
258.0,3,524,3654,5339,4587,9120,10181,79241,2993,241595
258.5,3,523,3654,5339,4587,9120,10181,79241,2993,241595
259.0,3,525,223300,68729,11327,44794,25826,63115,4185,218068
259.5,3,511,223300,68729,11327,44794,25826,63115,4185,218068
260.0,3,520,315434,46437,4882,6241,5189,5594,2157,53149
260.5,3,521,315434,46437,4882,6241,5189,5594,2157,53149
261.0,3,518,36570,25759,4857,29322,6382,53246,4220,248046
261.5,3,529,36570,25759,4857,29322,6382,53246,4220,248046
262.0,3,524,127695,40125,6645,15157,35921,35707,3034,236782
262.5,3,526,127695,40125,6645,15157,35921,35707,3034,236782
263.0,3,526,52333,39329,11001,9785,11231,51383,3345,225880
263.5,3,520,52333,39329,11001,9785,11231,51383,3345,225880
264.0,3,524,203744,25645,8275,3286,4505,3346,1414,53608
264.5,3,523,203744,25645,8275,3286,4505,3346,1414,53608
265.0,3,529,76294,18423,12669,2785,9564,3884,575,52447
265.5,3,529,76294,18423,12669,2785,9564,3884,575,52447
266.0,3,526,408295,8689,6987,9657,1811,3569,2064,64992
266.5,3,532,408295,8689,6987,9657,1811,3569,2064,64992
267.0,3,525,3783,6194,563,9488,12741,48889,6801,195280
267.5,3,523,3783,6194,563,9488,12741,48889,6801,195280
268.0,3,526,12876,10662,6229,3478,11355,40675,1756,214697
268.5,3,524,12876,10662,6229,3478,11355,40675,1756,214697
269.0,3,534,23805,27119,10135,11913,9016,55503,2472,205206
269.5,3,532,23805,27119,10135,11913,9016,55503,2472,205206
270.0,3,529,13785,2756,3878,10450,20455,73017,4135,213084
270.5,3,532,13785,2756,3878,10450,20455,73017,4135,213084
271.0,3,515,560265,81411,11622,9636,9587,46221,5327,210227
271.5,3,527,560265,81411,11622,9636,9587,46221,5327,210227
272.0,3,529,9596,12007,8254,5715,5186,50918,3499,236024
272.5,3,528,9596,12007,8254,5715,5186,50918,3499,236024
273.0,3,535,74301,68103,4777,15646,14766,31062,2178,235541
273.5,3,530,74301,68103,4777,15646,14766,31062,2178,235541
274.0,3,535,1196606,86813,5843,20014,41211,4367,2278,201446
274.5,3,535,1196606,86813,5843,20014,41211,4367,2278,201446
275.0,3,525,289535,17696,1814,4478,4326,2921,764,53121
275.5,3,530,289535,17696,1814,4478,4326,2921,764,53121
276.0,3,530,30210,18545,8945,22588,13563,63244,2685,228489
276.5,3,529,30210,18545,8945,22588,13563,63244,2685,228489
277.0,3,538,333686,26801,21079,8398,31584,64602,2509,234552
277.5,3,533,333686,26801,21079,8398,31584,64602,2509,234552
278.0,3,536,12210,19303,6139,16673,13744,78343,5285,232839
278.5,3,537,12210,19303,6139,16673,13744,78343,5285,232839
279.0,3,521,11514,23051,4078,4874,4731,70605,6414,246887
279.5,3,530,11514,23051,4078,4874,4731,70605,6414,246887
280.0,3,532,3445,28036,4263,11845,22258,42877,3298,223013
280.5,3,529,3445,28036,4263,11845,22258,42877,3298,223013
281.0,3,539,13968,38971,6584,6350,13947,46026,6201,213676
281.5,3,534,13968,38971,6584,6350,13947,46026,6201,213676
282.0,3,535,36822,49803,16145,21600,8213,28063,5419,235843
282.5,3,539,36822,49803,16145,21600,8213,28063,5419,235843
283.0,3,528,399085,38110,7382,7102,27144,25694,6559,241319
283.5,3,529,399085,38110,7382,7102,27144,25694,6559,241319
284.0,3,531,17665,10379,7285,1125,21214,73641,6248,238531
284.5,3,531,17665,10379,7285,1125,21214,73641,6248,238531
285.0,3,536,16855,12501,3516,13370,14644,24065,6451,207217
285.5,3,540,16855,12501,3516,13370,14644,24065,6451,207217
286.0,3,536,4539,11491,10785,2122,8613,33958,2023,215481
286.5,3,537,4539,11491,10785,2122,8613,33958,2023,215481
287.0,3,532,3535,9187,3903,6915,28752,42936,2007,218773
287.5,3,529,3535,9187,3903,6915,28752,42936,2007,218773
288.0,3,535,14965,13635,2708,5942,45153,13443,3492,196827
288.5,3,535,14965,13635,2708,5942,45153,13443,3492,196827
289.0,3,534,62683,19467,2424,2917,6150,4293,778,67511
289.5,3,542,62683,19467,2424,2917,6150,4293,778,67511
290.0,3,540,94960,18086,11341,24217,24228,24012,5473,259408
290.5,3,537,94960,18086,11341,24217,24228,24012,5473,259408
291.0,3,540,277144,36996,10769,11162,11184,26429,3512,220264
291.5,3,542,277144,36996,10769,11162,11184,26429,3512,220264
292.0,3,525,1073564,115260,11781,20652,17624,84941,6923,207890
292.5,3,535,1073564,115260,11781,20652,17624,84941,6923,207890
293.0,3,535,35395,24123,10526,12020,7646,47773,2966,189170
293.5,3,533,35395,24123,10526,12020,7646,47773,2966,189170
294.0,3,545,1519,14032,11662,5974,8681,54487,3654,206301
294.5,3,540,1519,14032,11662,5974,8681,54487,3654,206301
295.0,3,539,1330,11921,11690,4177,24664,32038,1445,262425
295.5,3,543,1330,11921,11690,4177,24664,32038,1445,262425
296.0,3,528,19021,30381,5760,2540,21682,74380,1863,194001
296.5,3,538,19021,30381,5760,2540,21682,74380,1863,194001
297.0,3,538,3281,44711,4073,5774,7577,22565,3215,184672
297.5,3,535,3281,44711,4073,5774,7577,22565,3215,184672
298.0,3,546,254772,18093,625,2535,2073,21019,893,51586
298.5,3,544,254772,18093,625,2535,2073,21019,893,51586
299.0,3,542,46911,24434,832,7727,6180,32281,4834,190620
299.5,3,546,46911,24434,832,7727,6180,32281,4834,190620
300.0,4,532,16186,15907,12947,10567,25044,17166,5911,213017
300.5,4,537,16186,15907,12947,10567,25044,17166,5911,213017
301.0,4,539,220469,71434,32891,33588,24731,26270,2344,182009
301.5,4,534,220469,71434,32891,33588,24731,26270,2344,182009
302.0,4,540,354913,62322,34869,32342,40476,36170,8470,171167
302.5,4,531,354913,62322,34869,32342,40476,36170,8470,171167
303.0,4,525,308127,64644,2600,20925,77481,13259,4718,163817
303.5,4,526,308127,64644,2600,20925,77481,13259,4718,163817
304.0,4,508,67041,18537,5951,47673,16455,8605,3362,167938
304.5,4,512,67041,18537,5951,47673,16455,8605,3362,167938
305.0,4,510,278284,49865,54566,25385,10448,25831,6927,138598
305.5,4,501,278284,49865,54566,25385,10448,25831,6927,138598
306.0,4,515,571268,63261,22824,10755,10928,15002,3759,148333
306.5,4,507,571268,63261,22824,10755,10928,15002,3759,148333
307.0,4,511,199403,43254,3515,2020,1278,14945,1291,40419
307.5,4,507,199403,43254,3515,2020,1278,14945,1291,40419
308.0,4,501,196252,9392,1087,14712,13336,42089,1646,157346
308.5,4,505,196252,9392,1087,14712,13336,42089,1646,157346
309.0,4,503,21304,13248,4390,8384,1439,73856,3664,177157
309.5,4,514,21304,13248,4390,8384,1439,73856,3664,177157
310.0,4,510,381730,23790,15069,2042,3762,90545,3109,185543
310.5,4,514,381730,23790,15069,2042,3762,90545,3109,185543
311.0,4,519,14323,46058,10816,8577,5895,38436,4115,165535
311.5,4,505,14323,46058,10816,8577,5895,38436,4115,165535
312.0,4,512,54845,108937,4849,15870,30031,26747,2200,146016
312.5,4,511,54845,108937,4849,15870,30031,26747,2200,146016
313.0,4,513,5064,5154,4789,5493,4797,31515,2115,161982
313.5,4,519,5064,5154,4789,5493,4797,31515,2115,161982
314.0,4,517,136628,17579,4406,1098,2198,13088,562,37532
314.5,4,522,136628,17579,4406,1098,2198,13088,562,37532
315.0,4,515,264235,77130,8585,18931,9681,57101,3392,167663
315.5,4,512,264235,77130,8585,18931,9681,57101,3392,167663
316.0,4,516,1048,9404,4271,4348,9569,104160,1767,158139
316.5,4,515,1048,9404,4271,4348,9569,104160,1767,158139
317.0,4,524,24835,22085,29326,10530,18859,38873,6082,178544
317.5,4,523,24835,22085,29326,10530,18859,38873,6082,178544
318.0,4,523,13379,38924,1763,13394,13343,44156,3907,163468
318.5,4,526,13379,38924,1763,13394,13343,44156,3907,163468
319.0,4,510,38210,111694,30609,10039,17767,37757,905,161246
319.5,4,517,38210,111694,30609,10039,17767,37757,905,161246
320.0,4,520,324011,60630,19421,10812,4273,96115,2212,155701
320.5,4,517,324011,60630,19421,10812,4273,96115,2212,155701
321.0,4,528,10168,4725,18813,5917,21939,29116,4378,167550
321.5,4,525,10168,4725,18813,5917,21939,29116,4378,167550
322.0,4,526,434644,51708,4692,9955,21953,40168,5049,128044
322.5,4,533,434644,51708,4692,9955,21953,40168,5049,128044
323.0,4,516,27197,74855,21961,20059,11551,72356,7585,154768
323.5,4,526,27197,74855,21961,20059,11551,72356,7585,154768
324.0,4,524,63905,23389,7682,10492,6333,80850,2672,149557
324.5,4,523,63905,23389,7682,10492,6333,80850,2672,149557
325.0,4,533,487189,72962,31972,7937,14336,68313,3401,165688
325.5,4,530,487189,72962,31972,7937,14336,68313,3401,165688
326.0,4,533,13528,4800,6509,4764,9298,37079,3169,155160
326.5,4,525,13528,4800,6509,4764,9298,37079,3169,155160
327.0,4,524,681804,118660,52233,17646,8823,35684,5339,137868
327.5,4,529,681804,118660,52233,17646,8823,35684,5339,137868
328.0,4,525,319677,32861,9267,6321,8582,96915,8458,155557
328.5,4,533,319677,32861,9267,6321,8582,96915,8458,155557
329.0,4,534,27932,33033,2784,4863,18827,37114,1491,165045
329.5,4,532,27932,33033,2784,4863,18827,37114,1491,165045
330.0,4,538,44017,62733,14490,14851,22734,49913,3852,167635
330.5,4,532,44017,62733,14490,14851,22734,49913,3852,167635
331.0,4,525,101024,7252,11026,4785,4881,7818,1059,32412
331.5,4,529,101024,7252,11026,4785,4881,7818,1059,32412
332.0,4,529,186226,46897,16324,8008,3666,10040,585,30516
332.5,4,528,186226,46897,16324,8008,3666,10040,585,30516
333.0,4,539,39414,32622,2495,4049,18589,23102,2783,172994
333.5,4,534,39414,32622,2495,4049,18589,23102,2783,172994
334.0,4,538,39512,48482,25807,9114,24091,39847,1860,143537
334.5,4,541,39512,48482,25807,9114,24091,39847,1860,143537
335.0,4,525,298929,42501,29719,23307,17344,29167,8787,156768
335.5,4,532,298929,42501,29719,23307,17344,29167,8787,156768
336.0,4,533,9591,14859,5220,2689,2119,62733,2678,163201
336.5,4,528,9591,14859,5220,2689,2119,62733,2678,163201
337.0,4,538,21338,19800,3072,16946,9586,64927,4770,170816
337.5,4,540,21338,19800,3072,16946,9586,64927,4770,170816
338.0,4,536,88770,20412,7330,18816,10837,13970,1010,43713
338.5,4,542,88770,20412,7330,18816,10837,13970,1010,43713
339.0,4,544,78042,35157,13501,21398,38006,20310,1863,162343
339.5,4,526,78042,35157,13501,21398,38006,20310,1863,162343
340.0,4,535,80302,55337,16040,15166,23192,24927,3229,155056
340.5,4,536,80302,55337,16040,15166,23192,24927,3229,155056
341.0,4,532,16411,4654,8481,21809,16256,17288,3931,168876
341.5,4,543,16411,4654,8481,21809,16256,17288,3931,168876
342.0,4,541,36526,38945,25509,4642,4560,101653,3105,138294
342.5,4,541,36526,38945,25509,4642,4560,101653,3105,138294
343.0,4,546,4124,3565,1953,3779,12969,104158,2571,155449
343.5,4,532,4124,3565,1953,3779,12969,104158,2571,155449
344.0,4,534,122682,20960,5005,4122,24741,49993,2146,135998
344.5,4,537,122682,20960,5005,4122,24741,49993,2146,135998
345.0,4,535,35826,74232,13669,20003,10886,80732,3372,174100
345.5,4,536,35826,74232,13669,20003,10886,80732,3372,174100
346.0,4,547,21922,18193,24001,21293,35881,38870,2822,175523
346.5,4,542,21922,18193,24001,21293,35881,38870,2822,175523
347.0,4,546,141419,112554,20079,38634,7948,28335,4445,164685
347.5,4,548,81334,6890,2503,710,1491,3778,450,8643
348.0,4,533,81334,6890,2503,710,1491,3778,450,8643
348.5,4,538,556642,32030,25440,6306,5683,78935,3574,178810
349.0,4,539,556642,32030,25440,6306,5683,78935,3574,178810
349.5,4,537,8445,14919,12830,3968,2685,99025,5743,143175
350.0,4,542,8445,14919,12830,3968,2685,99025,5743,143175
350.5,4,547,16248,5994,1474,1974,6754,40253,1831,150026
351.0,4,542,16248,5994,1474,1974,6754,40253,1831,150026
351.5,4,548,499472,19944,24027,9133,21962,86634,3706,147724
352.0,4,551,499472,19944,24027,9133,21962,86634,3706,147724
352.5,4,534,393188,16319,5470,3587,4690,14758,359,35902
353.0,4,540,393188,16319,5470,3587,4690,14758,359,35902
353.5,4,544,20017,34604,43782,15308,12863,56587,2379,151494
354.0,4,542,20017,34604,43782,15308,12863,56587,2379,151494
354.5,4,539,82718,16418,2529,1996,2835,11324,929,40558
355.0,4,551,82718,16418,2529,1996,2835,11324,929,40558
355.5,4,546,66984,4429,1424,2354,4193,12226,868,40671
356.0,4,548,66984,4429,1424,2354,4193,12226,868,40671
356.5,4,553,49047,11701,5306,5673,5064,6636,701,33987
357.0,4,553,49047,11701,5306,5673,5064,6636,701,33987
357.5,4,535,10361,6347,2507,9734,9142,48288,4512,181789
358.0,4,544,10361,6347,2507,9734,9142,48288,4512,181789
358.5,4,543,65535,188224,15480,2466,27118,31693,10933,144850
359.0,4,540,65535,188224,15480,2466,27118,31693,10933,144850
359.5,4,554,464102,36446,11576,6521,8307,34380,2279,145904
360.0,4,549,464102,36446,11576,6521,8307,34380,2279,145904
360.5,4,548,140598,39652,16277,6934,2877,69156,2185,132314
361.0,4,554,140598,39652,16277,6934,2877,69156,2185,132314
361.5,4,549,5179,10464,14509,16973,8884,38824,2185,158252
362.0,4,538,5179,10464,14509,16973,8884,38824,2185,158252
362.5,4,546,144544,11286,5767,6256,4976,8250,456,40650
363.0,4,547,144544,11286,5767,6256,4976,8250,456,40650
363.5,4,545,11733,11341,4634,5394,4990,106786,3161,146947
364.0,4,552,11733,11341,4634,5394,4990,106786,3161,146947
364.5,4,554,10121,8522,5784,11091,5238,107766,3254,166097
365.0,4,552,10121,8522,5784,11091,5238,107766,3254,166097
365.5,4,555,5357,12018,10337,4747,3904,49346,2538,166456
366.0,4,557,5357,12018,10337,4747,3904,49346,2538,166456
366.5,4,544,7093,38289,5064,31181,16299,47586,2998,137336
367.0,4,549,7093,38289,5064,31181,16299,47586,2998,137336
367.5,4,547,58245,27138,40740,6003,13525,122736,4919,141099
368.0,4,547,58245,27138,40740,6003,13525,122736,4919,141099
368.5,4,559,403623,9171,7258,10711,8085,100163,5110,147259
369.0,4,554,403623,9171,7258,10711,8085,100163,5110,147259
369.5,4,552,80496,13329,6649,3183,1707,19837,1375,45630
370.0,4,555,80496,13329,6649,3183,1707,19837,1375,45630
370.5,4,553,449379,17510,4891,4123,5610,4545,480,34662
371.0,4,536,449379,17510,4891,4123,5610,4545,480,34662
371.5,4,539,9074,33185,8604,4336,4653,77851,4460,146608
372.0,4,535,9074,33185,8604,4336,4653,77851,4460,146608
372.5,4,535,26200,7619,7174,5932,15811,57366,2768,136240
373.0,4,531,26200,7619,7174,5932,15811,57366,2768,136240
373.5,4,542,19952,52800,24928,19841,66348,36902,5019,157914
374.0,4,538,19952,52800,24928,19841,66348,36902,5019,157914
374.5,4,535,40933,10636,2671,6582,10892,58508,1759,168546
375.0,4,540,40933,10636,2671,6582,10892,58508,1759,168546
375.5,4,526,100647,29239,13459,5858,7286,95959,2004,146503
376.0,4,535,100647,29239,13459,5858,7286,95959,2004,146503
376.5,4,535,125237,60777,7865,26126,21433,38256,3971,136320
377.0,4,539,125237,60777,7865,26126,21433,38256,3971,136320
377.5,4,539,103422,49721,8904,6028,44800,53624,2192,171151
378.0,4,538,103422,49721,8904,6028,44800,53624,2192,171151
378.5,4,541,87112,7509,6296,14212,8406,64478,5603,159083
379.0,4,536,87112,7509,6296,14212,8406,64478,5603,159083
379.5,4,533,54116,29641,6294,5108,12295,32680,3102,143742
380.0,4,538,54116,29641,6294,5108,12295,32680,3102,143742
380.5,4,535,46930,50119,5710,13022,17638,66534,3569,168110
381.0,4,541,46930,50119,5710,13022,17638,66534,3569,168110
381.5,4,545,40626,13754,12691,11226,15648,36979,3184,143546
382.0,4,540,40626,13754,12691,11226,15648,36979,3184,143546
382.5,4,542,41349,38567,11010,12616,56096,20040,3275,154986
383.0,4,546,41349,38567,11010,12616,56096,20040,3275,154986
383.5,4,530,112758,27168,1226,6433,5265,6522,379,34144
384.0,4,539,112758,27168,1226,6433,5265,6522,379,34144
384.5,4,539,69673,27146,9964,13972,9239,43173,2636,182073
385.0,4,537,69673,27146,9964,13972,9239,43173,2636,182073
385.5,4,548,16650,37130,5807,24468,22876,36557,2895,159103
386.0,4,541,16650,37130,5807,24468,22876,36557,2895,159103
386.5,4,546,37938,37642,33559,7888,11088,48392,3183,140013
387.0,4,544,37938,37642,33559,7888,11088,48392,3183,140013
387.5,4,538,243716,36876,26544,7533,28188,46745,7400,171433
388.0,4,542,243716,36876,26544,7533,28188,46745,7400,171433
388.5,4,539,53774,63397,21652,13804,20396,21770,2905,135967
389.0,4,549,53774,63397,21652,13804,20396,21770,2905,135967
389.5,4,546,25285,27488,5515,13608,46025,47583,7430,145831
390.0,4,542,25285,27488,5515,13608,46025,47583,7430,145831
390.5,4,545,143017,11656,1220,6306,1843,15793,547,41403
391.0,4,528,143017,11656,1220,6306,1843,15793,547,41403
391.5,4,537,147304,20646,4876,5186,4717,12789,1420,27571
392.0,4,538,147304,20646,4876,5186,4717,12789,1420,27571
392.5,4,537,698625,44406,50156,21667,22474,59591,1687,142853
393.0,4,545,698625,44406,50156,21667,22474,59591,1687,142853
393.5,4,542,58599,8970,3510,9623,4956,23863,1018,34723
394.0,4,547,58599,8970,3510,9623,4956,23863,1018,34723
394.5,4,536,15133,18064,28233,6444,10358,32602,3137,135711
395.0,4,539,15133,18064,28233,6444,10358,32602,3137,135711
395.5,4,541,30681,187036,23584,21153,16440,13401,3845,136407
396.0,4,540,30681,187036,23584,21153,16440,13401,3845,136407
396.5,4,547,39286,14781,2710,7204,8974,86614,3854,182745
397.0,4,542,39286,14781,2710,7204,8974,86614,3854,182745
397.5,4,546,19110,52575,8189,21069,30592,70161,4200,157193
398.0,4,534,19110,52575,8189,21069,30592,70161,4200,157193
398.5,4,542,601843,21619,11951,25243,14269,58529,3255,157721
399.0,4,542,601843,21619,11951,25243,14269,58529,3255,157721
399.5,4,548,11872,10774,4470,6230,4740,99040,3036,156054
400.0,4,545,11872,10774,4470,6230,4740,99040,3036,156054
400.5,4,547,89357,22640,8360,7120,24002,97960,3318,154639
401.0,4,545,89357,22640,8360,7120,24002,97960,3318,154639
401.5,4,539,4310,18868,2936,8149,8688,52831,3204,133810
402.0,4,543,4310,18868,2936,8149,8688,52831,3204,133810
402.5,4,539,14078,17518,1755,1696,4572,86153,3177,184461
403.0,4,549,14078,17518,1755,1696,4572,86153,3177,184461
403.5,4,544,340961,22850,17793,24167,15664,90161,5603,161958
404.0,4,549,340961,22850,17793,24167,15664,90161,5603,161958
404.5,4,534,18108,12165,6054,2060,3431,55280,5083,150892
405.0,4,544,18108,12165,6054,2060,3431,55280,5083,150892
405.5,4,541,7439,35607,9327,10003,42217,22686,2846,147731
406.0,4,546,7439,35607,9327,10003,42217,22686,2846,147731
406.5,4,545,40604,28240,12406,2588,5265,72689,3334,152408
407.0,4,551,40604,28240,12406,2588,5265,72689,3334,152408
407.5,4,539,18541,30510,30265,24297,22276,43262,2296,142108
408.0,4,543,18541,30510,30265,24297,22276,43262,2296,142108
408.5,4,540,6493,8804,5855,16675,9945,82249,3931,144354
409.0,4,549,6493,8804,5855,16675,9945,82249,3931,144354
409.5,4,548,19488,58147,26776,10984,7688,41930,2072,115505
410.0,4,550,19488,58147,26776,10984,7688,41930,2072,115505
410.5,4,535,12733,16282,11399,13511,15191,29798,3989,162402
411.0,4,545,12733,16282,11399,13511,15191,29798,3989,162402
411.5,4,543,381400,136900,37219,12221,44864,95797,10710,149072
412.0,4,555,381400,136900,37219,12221,44864,95797,10710,149072
412.5,4,548,21405,16894,19543,15295,28051,74093,4176,130704
413.0,4,549,21405,16894,19543,15295,28051,74093,4176,130704
413.5,4,536,8341,43378,15641,5516,20901,84732,8902,110368
414.0,4,538,8341,43378,15641,5516,20901,84732,8902,110368
414.5,4,535,89632,49924,9154,26021,41917,59515,3420,110475
415.0,4,525,89632,49924,9154,26021,41917,59515,3420,110475
415.5,4,522,831497,219193,40783,15874,8815,32568,4227,90876
416.0,4,511,831497,219193,40783,15874,8815,32568,4227,90876
416.5,4,513,169916,16136,812,426,2570,11246,1711,33709
417.0,4,500,169916,16136,812,426,2570,11246,1711,33709
417.5,4,497,15637,5388,4553,3133,14915,38968,5813,106734
418.0,4,492,15637,5388,4553,3133,14915,38968,5813,106734
418.5,4,505,538531,90823,19131,9113,7802,30357,6841,143043
419.0,4,499,538531,90823,19131,9113,7802,30357,6841,143043
419.5,4,507,17783,23012,16077,17324,6588,39709,8198,177687
420.0,5,494,17783,23012,16077,17324,6588,39709,8198,177687
420.5,5,503,674680,18579,7489,6029,12031,18459,1568,40628
421.0,5,501,674680,18579,7489,6029,12031,18459,1568,40628
421.5,5,499,108279,3539,2055,2078,1668,1941,396,12289
422.0,5,493,108279,3539,2055,2078,1668,1941,396,12289
422.5,5,488,130459,39753,4594,15369,10289,5233,1290,70242
423.0,5,492,130459,39753,4594,15369,10289,5233,1290,70242
423.5,5,481,240809,10319,6290,2676,4550,6877,1566,57081
424.0,5,487,240809,10319,6290,2676,4550,6877,1566,57081
424.5,5,486,486567,127708,57907,13731,15655,13709,9625,54281
425.0,5,494,486567,127708,57907,13731,15655,13709,9625,54281
425.5,5,487,292826,320461,84923,21633,42715,44333,18205,345698
426.0,5,495,292826,320461,84923,21633,42715,44333,18205,345698
426.5,5,491,382347,31421,3473,5533,2280,7380,2043,70387
427.0,5,491,382347,31421,3473,5533,2280,7380,2043,70387
427.5,5,496,19453,15683,7514,3312,9656,36546,5359,309357
428.0,5,495,19453,15683,7514,3312,9656,36546,5359,309357
428.5,5,505,113402,65844,10997,16124,29443,33561,6397,282704
429.0,5,501,113402,65844,10997,16124,29443,33561,6397,282704
429.5,5,502,192634,62295,15389,18538,19637,26453,5203,246689
430.0,5,496,192634,62295,15389,18538,19637,26453,5203,246689
430.5,5,498,195841,43158,1592,365,7247,20140,1419,62486
431.0,5,501,195841,43158,1592,365,7247,20140,1419,62486
431.5,5,498,610269,145758,32260,17806,20298,39597,4381,257518
432.0,5,507,610269,145758,32260,17806,20298,39597,4381,257518
432.5,5,504,184296,35754,13625,15219,10828,31049,3926,269524
433.0,5,506,184296,35754,13625,15219,10828,31049,3926,269524
433.5,5,498,184335,32805,2066,2899,6797,70963,2501,269344
434.0,5,503,184335,32805,2066,2899,6797,70963,2501,269344
434.5,5,505,375258,10119,2852,914,7003,7499,715,68162
