SEC,STATE,GSR,Delta,Theta,Low_Alpha,High_Alpha,Low_Beta,High_Beta,Low_Gamma,Mid_Gamma
503.0,5,471,447019,48245,42227,11222,11935,22550,9275,131412
503.5,5,460,447019,48245,42227,11222,11935,22550,9275,131412
504.0,5,468,528259,200875,38442,45850,60436,9682,13473,51335
504.5,5,470,528259,200875,38442,45850,60436,9682,13473,51335
505.0,5,467,146639,47166,3678,9975,13758,4768,3531,31524
505.5,5,477,146639,47166,3678,9975,13758,4768,3531,31524
506.0,5,471,48169,73994,2557,11980,3022,5699,1814,29567
506.5,5,475,48169,73994,2557,11980,3022,5699,1814,29567
507.0,5,464,1136157,61553,29723,14209,57024,70758,4841,96822
507.5,5,473,1136157,61553,29723,14209,57024,70758,4841,96822
508.0,5,474,2331831,63076,61413,34987,87210,34926,15105,81264
508.5,5,472,2331831,63076,61413,34987,87210,34926,15105,81264
509.0,5,482,711760,90055,5745,4687,5978,25903,2236,23759
509.5,5,474,711760,90055,5745,4687,5978,25903,2236,23759
510.0,5,477,794981,41173,7300,59021,58578,24085,12136,114795
510.5,5,481,794981,41173,7300,59021,58578,24085,12136,114795
511.0,5,461,224996,284695,25521,2563,17609,74495,8963,146326
511.5,5,462,224996,284695,25521,2563,17609,74495,8963,146326
512.0,5,456,180251,111947,10708,51784,25146,27035,9709,117822
512.5,5,456,180251,111947,10708,51784,25146,27035,9709,117822
513.0,5,467,24827,34433,33466,9636,9234,67700,9968,143716
513.5,5,466,24827,34433,33466,9636,9234,67700,9968,143716
514.0,5,471,1431829,221342,7013,2869,8893,26353,7127,201329
514.5,5,468,1431829,221342,7013,2869,8893,26353,7127,201329
515.0,5,465,583829,7826,67804,12300,44573,30912,8946,173942
515.5,5,467,583829,7826,67804,12300,44573,30912,8946,173942
516.0,5,465,103112,10320,3781,1899,2279,1969,833,7640
516.5,5,476,103112,10320,3781,1899,2279,1969,833,7640
517.0,5,467,751336,544711,44726,25457,48218,20661,18251,15125
517.5,5,460,751336,544711,44726,25457,48218,20661,18251,15125
518.0,5,458,559947,210210,37595,3400,11318,12674,16943,17010
518.5,5,443,559947,210210,37595,3400,11318,12674,16943,17010
519.0,5,454,392985,56487,10020,5890,19231,99758,7588,147704
519.5,5,457,392985,56487,10020,5890,19231,99758,7588,147704
520.0,5,466,45834,61461,2369,20424,27585,74920,10033,129772
520.5,5,464,45834,61461,2369,20424,27585,74920,10033,129772
521.0,5,467,29010,33269,6815,11146,20660,24144,3230,126604
521.5,5,470,29010,33269,6815,11146,20660,24144,3230,126604
522.0,5,458,6973,33893,11292,25351,20850,31373,1451,154318
522.5,5,466,6973,33893,11292,25351,20850,31373,1451,154318
523.0,5,467,1266359,60092,10687,14251,23227,101837,7188,140032
523.5,5,464,1266359,60092,10687,14251,23227,101837,7188,140032
524.0,5,478,213202,35078,7222,5618,6855,15180,3241,37053
524.5,5,471,213202,35078,7222,5618,6855,15180,3241,37053
525.0,5,468,975597,379527,20795,28558,21975,37542,5925,132859
525.5,5,473,975597,379527,20795,28558,21975,37542,5925,132859
526.0,5,458,813139,65434,25519,19996,30484,14699,20457,167012
526.5,5,471,813139,65434,25519,19996,30484,14699,20457,167012
527.0,5,470,280264,114823,14692,13824,10355,36805,6015,122414
527.5,5,467,280264,114823,14692,13824,10355,36805,6015,122414
528.0,5,477,959584,28589,91741,41409,17142,10501,6691,35362
528.5,5,469,959584,28589,91741,41409,17142,10501,6691,35362
529.0,5,468,195888,31665,6817,8132,3146,23427,1778,31247
529.5,5,468,195888,31665,6817,8132,3146,23427,1778,31247
530.0,5,454,46673,13887,6748,16143,17559,38641,6945,135182
530.5,5,466,46673,13887,6748,16143,17559,38641,6945,135182
531.0,5,465,12069,20171,9771,13419,9833,32375,3270,153610
531.5,5,465,12069,20171,9771,13419,9833,32375,3270,153610
532.0,5,474,87157,23385,140,4071,6090,4613,1466,37677
532.5,5,470,87157,23385,140,4071,6090,4613,1466,37677
533.0,5,472,259260,30961,2810,802,10136,6080,1658,32110
533.5,5,473,259260,30961,2810,802,10136,6080,1658,32110
534.0,5,467,47157,12456,9242,7291,14681,28077,5460,113368
534.5,5,472,47157,12456,9242,7291,14681,28077,5460,113368
535.0,5,470,519374,31054,15032,23667,30153,28300,7894,142499
535.5,5,477,519374,31054,15032,23667,30153,28300,7894,142499
536.0,5,476,321928,28617,9140,3400,6074,9147,1274,30543
536.5,5,472,321928,28617,9140,3400,6074,9147,1274,30543
537.0,5,477,56866,29983,17250,4382,7550,103978,3922,137979
537.5,5,463,56866,29983,17250,4382,7550,103978,3922,137979
538.0,5,473,909771,388559,19454,7579,25796,26996,3828,137425
538.5,5,474,909771,388559,19454,7579,25796,26996,3828,137425
539.0,5,471,300048,20216,3241,3801,3876,10942,1174,27744
539.5,5,480,300048,20216,3241,3801,3876,10942,1174,27744
