SEC,STATE,GSR,Delta,Theta,Low_Alpha,High_Alpha,Low_Beta,High_Beta,Low_Gamma,Mid_Gamma
285.0,3,502,76322,14371,13628,3445,1705,11530,1535,22590
285.5,3,508,76322,14371,13628,3445,1705,11530,1535,22590
286.0,3,498,479693,145583,31629,18032,15761,37817,5505,119261
286.5,3,503,479693,145583,31629,18032,15761,37817,5505,119261
287.0,3,504,976908,87674,40971,58002,24830,28033,27475,121753
287.5,3,501,976908,87674,40971,58002,24830,28033,27475,121753
288.0,3,494,652907,177719,121387,26090,6756,36064,17585,99665
288.5,3,494,652907,177719,121387,26090,6756,36064,17585,99665
289.0,3,483,65729,23143,2629,7773,4172,20477,1950,27339
289.5,3,481,65729,23143,2629,7773,4172,20477,1950,27339
290.0,3,489,694900,154150,49856,54396,30484,8493,2345,45037
290.5,3,478,694900,154150,49856,54396,30484,8493,2345,45037
291.0,3,489,20901,33680,4881,2525,5986,9043,1149,24296
291.5,3,489,20901,33680,4881,2525,5986,9043,1149,24296
292.0,3,484,192553,53540,5698,8482,4626,6839,582,20728
292.5,3,494,192553,53540,5698,8482,4626,6839,582,20728
293.0,3,491,143526,31257,10886,2747,6613,64213,2254,91886
293.5,3,493,143526,31257,10886,2747,6613,64213,2254,91886
294.0,3,499,132289,83009,59149,31452,12324,24379,2281,106705
294.5,3,484,132289,83009,59149,31452,12324,24379,2281,106705
295.0,3,494,411855,316187,59281,6478,8265,20334,2643,82369
295.5,3,493,411855,316187,59281,6478,8265,20334,2643,82369
296.0,3,487,159335,5387,4671,6166,6536,10218,451,21600
296.5,3,496,159335,5387,4671,6166,6536,10218,451,21600
297.0,3,493,737095,18506,4136,2240,10458,25664,3378,83179
297.5,3,491,737095,18506,4136,2240,10458,25664,3378,83179
298.0,3,500,331640,27581,6020,3211,4561,7313,993,25082
298.5,3,488,331640,27581,6020,3211,4561,7313,993,25082
299.0,3,493,89037,26513,23268,19168,38035,21924,1315,89773
299.5,3,496,89037,26513,23268,19168,38035,21924,1315,89773
300.0,4,491,241019,36396,10279,2048,2372,18224,328,20288
300.5,4,496,241019,36396,10279,2048,2372,18224,328,20288
301.0,4,497,209978,103566,27053,25861,34565,57067,2082,92253
301.5,4,494,209978,103566,27053,25861,34565,57067,2082,92253
302.0,4,494,587820,266612,14955,77512,17989,31178,6735,67992
302.5,4,485,587820,266612,14955,77512,17989,31178,6735,67992
303.0,4,462,406503,49149,21740,17077,4577,4316,802,3185
303.5,4,471,406503,49149,21740,17077,4577,4316,802,3185
304.0,4,474,113318,45831,11929,20751,34291,16632,6672,4870
304.5,4,472,113318,45831,11929,20751,34291,16632,6672,4870
305.0,4,482,765693,300649,98334,56224,62430,37018,17948,44184
305.5,4,476,765693,300649,98334,56224,62430,37018,17948,44184
306.0,4,477,144022,210484,30915,16281,10067,47268,5369,117473
306.5,4,482,144022,210484,30915,16281,10067,47268,5369,117473
307.0,4,490,1386605,80011,40330,31032,31903,13088,3213,131283
307.5,4,479,1386605,80011,40330,31032,31903,13088,3213,131283
308.0,4,487,201614,100596,19448,1426,12688,36056,4619,143709
308.5,4,488,201614,100596,19448,1426,12688,36056,4619,143709
309.0,4,482,36240,36637,10472,29600,14991,35246,3646,122998
309.5,4,492,36240,36637,10472,29600,14991,35246,3646,122998
310.0,4,487,143546,118982,31647,11405,13612,60223,2649,119423
310.5,4,485,143546,118982,31647,11405,13612,60223,2649,119423
311.0,4,492,48464,64225,25459,31346,15596,76263,1849,132021
311.5,4,492,48464,64225,25459,31346,15596,76263,1849,132021
312.0,4,482,46126,246818,21854,28938,2806,56476,4128,121727
312.5,4,491,46126,246818,21854,28938,2806,56476,4128,121727
313.0,4,488,19236,38701,5682,9346,7929,52089,3128,127949
313.5,4,483,19236,38701,5682,9346,7929,52089,3128,127949
314.0,4,495,13286,32633,16238,18541,3402,70282,2969,119214
314.5,4,490,13286,32633,16238,18541,3402,70282,2969,119214
315.0,4,490,343735,37024,1722,7434,9571,44326,2423,138758
315.5,4,494,343735,37024,1722,7434,9571,44326,2423,138758
316.0,4,498,71500,70172,3591,20543,27021,19889,3187,142647
316.5,4,483,71500,70172,3591,20543,27021,19889,3187,142647
317.0,4,493,47562,84974,36396,5098,28762,43356,2266,141143
317.5,4,494,47562,84974,36396,5098,28762,43356,2266,141143
318.0,4,491,23435,68318,14089,8348,14790,54978,3617,132931
318.5,4,487,23435,68318,14089,8348,14790,54978,3617,132931
319.0,4,499,306081,28789,4580,5981,10395,12528,744,29903
319.5,4,494,306081,28789,4580,5981,10395,12528,744,29903
320.0,4,488,1071298,111047,6551,7402,5392,7528,3276,5983
320.5,4,491,1071298,111047,6551,7402,5392,7528,3276,5983
321.0,4,488,2419709,416622,230862,233537,193668,225095,70793,45946
321.5,4,471,2419709,416622,230862,233537,193668,225095,70793,45946
322.0,4,481,68315,40598,43210,20504,9937,26579,5801,66953
322.5,4,484,68315,40598,43210,20504,9937,26579,5801,66953
323.0,4,481,72657,12970,2697,5923,4451,14590,746,18030
323.5,4,485,72657,12970,2697,5923,4451,14590,746,18030
324.0,4,490,58636,48962,7272,13711,20352,37941,2790,65325
324.5,4,491,58636,48962,7272,13711,20352,37941,2790,65325
325.0,4,487,11175,5468,12301,9462,24582,30760,2071,71401
325.5,4,496,11175,5468,12301,9462,24582,30760,2071,71401
326.0,4,498,41683,40983,5538,30842,18460,72561,5282,64570
326.5,4,482,41683,40983,5538,30842,18460,72561,5282,64570
327.0,4,489,32595,92171,6121,3080,22141,28016,2858,89624
327.5,4,493,32595,92171,6121,3080,22141,28016,2858,89624
328.0,4,488,501155,49191,43676,72754,21573,65535,7395,60150
328.5,4,491,501155,49191,43676,72754,21573,65535,7395,60150
329.0,4,495,80635,10734,5517,1104,2248,22062,869,13107
329.5,4,491,80635,10734,5517,1104,2248,22062,869,13107
330.0,4,491,44307,47547,32044,16305,28643,91747,3773,66401
330.5,4,498,44307,47547,32044,16305,28643,91747,3773,66401
331.0,4,492,951401,90048,62451,38134,43239,40486,7330,63918
331.5,4,485,951401,90048,62451,38134,43239,40486,7330,63918
332.0,4,494,104916,76396,15784,13785,4460,6257,855,15836
332.5,4,496,104916,76396,15784,13785,4460,6257,855,15836
333.0,4,490,360339,466965,12765,17085,30905,60506,3571,60381
333.5,4,499,360339,466965,12765,17085,30905,60506,3571,60381
334.0,4,494,126460,14282,68167,7839,10966,39589,7040,59645
334.5,4,487,126460,14282,68167,7839,10966,39589,7040,59645
335.0,4,484,38135,7214,20567,10892,8363,34706,2811,50834
335.5,4,486,38135,7214,20567,10892,8363,34706,2811,50834
336.0,4,472,29658,40666,109529,7758,8660,61627,10379,62870
336.5,4,482,29658,40666,109529,7758,8660,61627,10379,62870
337.0,4,485,4317,71389,5919,14703,5619,105939,4598,69676
337.5,4,485,4317,71389,5919,14703,5619,105939,4598,69676
338.0,4,485,128119,21531,3019,4186,4913,3463,681,14476
338.5,4,488,128119,21531,3019,4186,4913,3463,681,14476
339.0,4,486,50147,63383,7895,4664,9691,29245,3866,75606
339.5,4,489,50147,63383,7895,4664,9691,29245,3866,75606
340.0,4,496,63005,60117,42600,8472,13204,21926,3165,65953
340.5,4,481,63005,60117,42600,8472,13204,21926,3165,65953
341.0,4,489,115735,10185,4516,825,5064,4862,1344,11637
341.5,4,493,115735,10185,4516,825,5064,4862,1344,11637
342.0,4,490,12169,14607,13390,17239,15003,54390,1273,69394
342.5,4,490,12169,14607,13390,17239,15003,54390,1273,69394
343.0,4,492,6562,2989,4015,9142,6283,15770,2035,15202
343.5,4,490,6562,2989,4015,9142,6283,15770,2035,15202
344.0,4,493,43903,37497,24462,2603,13973,40873,2347,56686
344.5,4,500,43903,37497,24462,2603,13973,40873,2347,56686
345.0,4,483,305632,49325,20136,24410,8977,77816,4394,50400
345.5,4,493,305632,49325,20136,24410,8977,77816,4394,50400
346.0,4,496,28732,25458,6484,17555,12007,58549,2919,64051
346.5,4,493,28732,25458,6484,17555,12007,58549,2919,64051
347.0,4,489,78071,44990,38279,26729,59369,35126,4251,56125
347.5,4,500,78071,44990,38279,26729,59369,35126,4251,56125
348.0,4,495,25548,59028,5780,6826,18677,122015,2356,55884
348.5,4,495,25548,59028,5780,6826,18677,122015,2356,55884
349.0,4,502,53743,7429,11296,7313,4924,8308,907,9989
349.5,4,487,53743,7429,11296,7313,4924,8308,907,9989
350.0,4,496,508242,53382,40452,12931,19993,60027,5673,77950
350.5,4,498,508242,53382,40452,12931,19993,60027,5673,77950
351.0,4,492,20725,21469,46380,1289,8394,54508,2763,73455
351.5,4,501,20725,21469,46380,1289,8394,54508,2763,73455
352.0,4,498,40920,109590,16738,24145,28360,30295,5811,83609
352.5,4,496,40920,109590,16738,24145,28360,30295,5811,83609
353.0,4,504,64322,30745,7527,13159,10696,34599,3402,54177
353.5,4,501,64322,30745,7527,13159,10696,34599,3402,54177
354.0,4,498,73781,96345,19609,11036,10600,59330,1628,75178
354.5,4,501,73781,96345,19609,11036,10600,59330,1628,75178
355.0,4,501,27629,45317,43530,42743,23503,19313,4041,57231
355.5,4,496,27629,45317,43530,42743,23503,19313,4041,57231
356.0,4,507,271332,47543,42805,13085,24368,61951,2163,69422
356.5,4,499,271332,47543,42805,13085,24368,61951,2163,69422
357.0,4,507,13905,69877,14415,17409,18456,60076,4242,47312
357.5,4,510,13905,69877,14415,17409,18456,60076,4242,47312
358.0,4,500,42420,13801,9695,24126,30785,35912,3293,61112
358.5,4,503,42420,13801,9695,24126,30785,35912,3293,61112
359.0,4,501,71558,68271,31012,17175,27918,11142,2622,58851
359.5,4,497,71558,68271,31012,17175,27918,11142,2622,58851
360.0,4,505,17959,62211,8660,11925,10532,121182,3816,66981
360.5,4,503,17959,62211,8660,11925,10532,121182,3816,66981
361.0,4,511,9886,24245,20252,8960,20280,52538,4719,82310
361.5,4,500,9886,24245,20252,8960,20280,52538,4719,82310
362.0,4,505,24905,33360,669,13540,8232,66960,5303,57131
362.5,4,508,24905,33360,669,13540,8232,66960,5303,57131
363.0,4,502,350288,10397,4064,1095,1163,889,582,2614
363.5,4,510,350288,10397,4064,1095,1163,889,582,2614
364.0,4,507,44456,19000,7273,16948,15917,54677,4651,57781
364.5,4,503,44456,19000,7273,16948,15917,54677,4651,57781
365.0,4,513,40594,11093,4772,2181,732,15547,1102,14722
365.5,4,502,40594,11093,4772,2181,732,15547,1102,14722
366.0,4,508,330098,28201,5624,5521,4896,6045,670,15724
366.5,4,514,330098,28201,5624,5521,4896,6045,670,15724
367.0,4,507,52586,33425,71642,8859,6321,78364,4436,71393
367.5,4,514,52586,33425,71642,8859,6321,78364,4436,71393
368.0,4,509,55787,28981,17234,15576,4790,68807,2946,57679
368.5,4,508,55787,28981,17234,15576,4790,68807,2946,57679
369.0,4,514,10225,8099,16973,17151,14252,91795,3507,73496
369.5,4,509,10225,8099,16973,17151,14252,91795,3507,73496
370.0,4,511,38088,66563,26584,6944,13006,63465,5199,54859
370.5,4,509,38088,66563,26584,6944,13006,63465,5199,54859
371.0,4,507,13448,39892,7002,14501,21602,19511,3806,68921
371.5,4,513,13448,39892,7002,14501,21602,19511,3806,68921
372.0,4,511,27197,68942,11491,15340,37366,41078,5839,54010
372.5,4,510,27197,68942,11491,15340,37366,41078,5839,54010
373.0,4,517,2632,20862,5640,7926,8666,104102,2962,48078
373.5,4,516,2632,20862,5640,7926,8666,104102,2962,48078
374.0,4,509,294946,21846,565,4257,5573,3814,796,11745
374.5,4,513,26566,62614,12915,6371,9184,123854,2452,65438
375.0,4,511,26566,62614,12915,6371,9184,123854,2452,65438
375.5,4,507,26566,62614,12915,6371,9184,123854,2452,65438
376.0,4,516,43384,28586,7237,29541,18426,39788,3461,71097
376.5,4,510,118986,68754,18735,15535,21588,50631,3166,77839
377.0,4,514,118986,68754,18735,15535,21588,50631,3166,77839
377.5,4,520,190986,34633,10744,18304,7808,38911,1697,68991
378.0,4,505,190986,34633,10744,18304,7808,38911,1697,68991
378.5,4,515,76117,47102,19267,42148,3070,56669,5565,68447
379.0,4,514,76117,47102,19267,42148,3070,56669,5565,68447
379.5,4,510,18724,17033,18561,10930,12204,19487,3235,67829
380.0,4,521,18724,17033,18561,10930,12204,19487,3235,67829
380.5,4,514,101825,29752,12281,3171,1518,20942,1471,14539
381.0,4,513,101825,29752,12281,3171,1518,20942,1471,14539
381.5,4,523,19309,9922,4132,25035,20594,52896,3408,76718
382.0,4,508,19309,9922,4132,25035,20594,52896,3408,76718
382.5,4,518,17631,15907,13722,19303,24562,41648,3133,60190
383.0,4,518,17631,15907,13722,19303,24562,41648,3133,60190
383.5,4,511,131880,15776,14255,10304,20288,62838,3837,55066
384.0,4,521,131880,15776,14255,10304,20288,62838,3837,55066
384.5,4,518,43383,79049,17632,14350,12782,87909,5482,83253
385.0,4,525,43383,79049,17632,14350,12782,87909,5482,83253
385.5,4,512,434714,91061,17079,21243,22367,50068,5398,54225
386.0,4,519,434714,91061,17079,21243,22367,50068,5398,54225
386.5,4,519,49278,17701,13858,10959,9630,58634,1277,76019
387.0,4,514,49278,17701,13858,10959,9630,58634,1277,76019
387.5,4,525,22017,19695,19190,29227,44425,72693,3758,44700
388.0,4,519,22017,19695,19190,29227,44425,72693,3758,44700
388.5,4,525,156501,68318,4167,985,3882,8984,620,13093
389.0,4,523,156501,68318,4167,985,3882,8984,620,13093
389.5,4,520,149485,41361,43466,15825,26565,42255,8661,55010
390.0,4,525,149485,41361,43466,15825,26565,42255,8661,55010
390.5,4,518,17877,32468,8364,28049,10046,76121,4797,70905
391.0,4,528,17877,32468,8364,28049,10046,76121,4797,70905
391.5,4,521,14664,19185,3519,10891,8465,54492,3330,62139
392.0,4,525,14664,19185,3519,10891,8465,54492,3330,62139
392.5,4,516,15007,13974,18452,34019,15858,28385,6187,53394
393.0,4,523,15007,13974,18452,34019,15858,28385,6187,53394
393.5,4,522,23057,15113,2055,35783,10884,99331,2953,72910
394.0,4,517,23057,15113,2055,35783,10884,99331,2953,72910
394.5,4,524,259790,67931,11767,3129,15466,27041,2718,66679
395.0,4,523,259790,67931,11767,3129,15466,27041,2718,66679
395.5,4,532,15189,19797,15878,26869,22414,39016,3978,52140
396.0,4,519,15189,19797,15878,26869,22414,39016,3978,52140
396.5,4,526,70011,29422,61816,21683,11423,69493,4723,57005
397.0,4,523,70011,29422,61816,21683,11423,69493,4723,57005
397.5,4,529,48019,24968,50371,7671,29853,37362,3705,61778
398.0,4,525,48019,24968,50371,7671,29853,37362,3705,61778
398.5,4,526,65832,25604,16875,9797,6359,51718,4614,49588
399.0,4,533,65832,25604,16875,9797,6359,51718,4614,49588
399.5,4,525,60913,42697,31061,16496,9736,49379,3469,55750
400.0,4,528,60913,42697,31061,16496,9736,49379,3469,55750
400.5,4,525,136117,124109,13648,1763,7651,18558,916,14257
401.0,4,532,136117,124109,13648,1763,7651,18558,916,14257
401.5,4,526,98681,23994,18477,31171,9640,79560,2934,62025
402.0,4,532,98681,23994,18477,31171,9640,79560,2934,62025
402.5,4,525,46194,34223,4099,8444,27815,78957,4149,64126
403.0,4,530,46194,34223,4099,8444,27815,78957,4149,64126
403.5,4,530,229425,47150,7739,30690,22093,35669,6270,61493
404.0,4,523,229425,47150,7739,30690,22093,35669,6270,61493
404.5,4,530,257652,54533,32678,26852,3498,42412,2602,76989
405.0,4,528,257652,54533,32678,26852,3498,42412,2602,76989
405.5,4,537,94346,20885,7187,24120,7635,66096,5568,63572
406.0,4,523,94346,20885,7187,24120,7635,66096,5568,63572
406.5,4,531,78241,45103,34580,28569,29298,124444,7631,60341
407.0,4,529,78241,45103,34580,28569,29298,124444,7631,60341
407.5,4,533,38317,36311,34905,28843,16501,26028,4072,65615
408.0,4,529,38317,36311,34905,28843,16501,26028,4072,65615
408.5,4,532,21744,48447,14359,25489,19725,98816,2426,73351
409.0,4,539,21744,48447,14359,25489,19725,98816,2426,73351
409.5,4,531,18533,119659,12623,61481,46580,34910,6286,69554
410.0,4,535,18533,119659,12623,61481,46580,34910,6286,69554
410.5,4,528,173046,4536,5903,22598,6733,4491,1854,15149
411.0,4,537,173046,4536,5903,22598,6733,4491,1854,15149
411.5,4,532,441592,196693,95489,16831,40192,67089,6436,54260
412.0,4,540,441592,196693,95489,16831,40192,67089,6436,54260
412.5,4,522,462770,170133,522,39550,21868,41452,7470,58966
413.0,4,522,462770,170133,522,39550,21868,41452,7470,58966
413.5,4,515,60781,79143,12535,37925,10817,55112,5867,62230
414.0,4,512,60781,79143,12535,37925,10817,55112,5867,62230
414.5,4,518,59579,20883,16176,1540,48100,23973,4954,78509
415.0,4,516,59579,20883,16176,1540,48100,23973,4954,78509
415.5,4,528,98903,66531,40742,11620,101594,26460,2436,83737
416.0,4,519,98903,66531,40742,11620,101594,26460,2436,83737
416.5,4,521,73996,68740,25983,11690,36428,56440,10657,48909
417.0,4,515,73996,68740,25983,11690,36428,56440,10657,48909
417.5,4,519,58342,56047,21759,12668,53464,37352,5819,76242
418.0,4,517,58342,56047,21759,12668,53464,37352,5819,76242
418.5,4,526,363250,120798,40230,24765,11724,11091,2593,82809
419.0,4,519,363250,120798,40230,24765,11724,11091,2593,82809
419.5,4,522,253907,119622,39314,49608,8258,71984,5464,94422
420.0,5,515,253907,119622,39314,49608,8258,71984,5464,94422
420.5,5,524,1321519,154723,102560,75872,53335,27790,15374,77646
421.0,5,520,1321519,154723,102560,75872,53335,27790,15374,77646
421.5,5,530,1405574,97295,77816,35466,19380,13364,16709,26319
422.0,5,512,1405574,97295,77816,35466,19380,13364,16709,26319
422.5,5,512,989649,132191,42981,83254,31553,68588,22409,93942
423.0,5,507,989649,132191,42981,83254,31553,68588,22409,93942
423.5,5,514,2992646,272955,27890,19925,13468,25825,10348,113905
424.0,5,506,2992646,272955,27890,19925,13468,25825,10348,113905
424.5,5,505,1032719,26738,9119,587,4155,7444,2369,26618
425.0,5,505,1032719,26738,9119,587,4155,7444,2369,26618
425.5,5,491,75185,13746,3226,1821,4538,5180,258,10783
426.0,5,488,75185,13746,3226,1821,4538,5180,258,10783
426.5,5,478,508133,52515,7362,34919,23720,59066,5834,126075
427.0,5,488,508133,52515,7362,34919,23720,59066,5834,126075
427.5,5,478,58414,67803,53587,23585,10807,56128,6393,120866
428.0,5,483,58414,67803,53587,23585,10807,56128,6393,120866
428.5,5,472,215244,25023,1114,7492,3952,14134,2070,34600
429.0,5,483,215244,25023,1114,7492,3952,14134,2070,34600
429.5,5,485,24599,39060,4962,3097,13256,74388,4184,98501
430.0,5,478,24599,39060,4962,3097,13256,74388,4184,98501
430.5,5,489,411930,46580,16818,10238,19973,45395,3307,123875
431.0,5,485,411930,46580,16818,10238,19973,45395,3307,123875
431.5,5,493,338617,6695,2064,7863,3697,15383,1169,30416
432.0,5,482,338617,6695,2064,7863,3697,15383,1169,30416
432.5,5,491,306382,14652,4653,9804,4721,64457,4112,104118
433.0,5,489,306382,14652,4653,9804,4721,64457,4112,104118
433.5,5,487,24564,9590,1850,5130,31809,71427,2562,115536
434.0,5,490,24564,9590,1850,5130,31809,71427,2562,115536
434.5,5,489,211146,29923,7458,6569,11480,23284,4477,93457
435.0,5,496,211146,29923,7458,6569,11480,23284,4477,93457
435.5,5,484,647259,34284,10738,12729,20164,23934,5383,94464
436.0,5,492,647259,34284,10738,12729,20164,23934,5383,94464
436.5,5,491,18195,29411,8987,13423,10025,28733,4757,117809
437.0,5,490,18195,29411,8987,13423,10025,28733,4757,117809
437.5,5,492,176532,83148,26715,5908,33514,26948,2634,123317
438.0,5,492,176532,83148,26715,5908,33514,26948,2634,123317
438.5,5,502,455210,5878,4886,7552,25104,15266,7164,116952
439.0,5,486,455210,5878,4886,7552,25104,15266,7164,116952
439.5,5,495,55242,13523,2390,16666,12397,48870,5488,105689
440.0,5,495,55242,13523,2390,16666,12397,48870,5488,105689
440.5,5,492,36095,66577,5847,5351,7800,36049,5015,89893
441.0,5,498,36095,66577,5847,5351,7800,36049,5015,89893
441.5,5,493,950243,169819,35018,49645,62783,50268,4376,126113
442.0,5,495,950243,169819,35018,49645,62783,50268,4376,126113
442.5,5,473,475469,5032,6341,6173,3523,10736,2265,21994
443.0,5,474,475469,5032,6341,6173,3523,10736,2265,21994
443.5,5,471,153655,221567,77843,45309,29032,25276,15674,55799
444.0,5,466,153655,221567,77843,45309,29032,25276,15674,55799
444.5,5,475,101919,34981,16396,14471,20695,74445,16695,104295
445.0,5,475,101919,34981,16396,14471,20695,74445,16695,104295
445.5,5,482,238912,47081,6272,15344,7693,3339,2208,40673
446.0,5,485,238912,47081,6272,15344,7693,3339,2208,40673
446.5,5,479,347955,64741,19115,23137,25753,29161,3010,122514
447.0,5,482,347955,64741,19115,23137,25753,29161,3010,122514
447.5,5,478,293249,143030,13021,14103,16252,80176,1975,100811
448.0,5,484,293249,143030,13021,14103,16252,80176,1975,100811
448.5,5,480,176533,133994,33603,14561,25153,25370,6070,103029
449.0,5,482,176533,133994,33603,14561,25153,25370,6070,103029
449.5,5,489,59313,29128,5178,21931,21788,35914,4405,105110
450.0,5,479,59313,29128,5178,21931,21788,35914,4405,105110
450.5,5,486,14047,38204,16512,7708,24199,56385,2826,115763
451.0,5,485,14047,38204,16512,7708,24199,56385,2826,115763
451.5,5,481,1814,14913,8206,3571,15169,53470,2838,99221
452.0,5,486,1814,14913,8206,3571,15169,53470,2838,99221
452.5,5,488,50657,47887,8529,8768,15822,50438,3299,133139
453.0,5,483,50657,47887,8529,8768,15822,50438,3299,133139
453.5,5,489,42008,37806,50125,43446,20841,47931,15348,91119
454.0,5,492,42008,37806,50125,43446,20841,47931,15348,91119
454.5,5,476,1214856,135153,156288,58735,18762,18513,12069,90878
455.0,5,477,1214856,135153,156288,58735,18762,18513,12069,90878
455.5,5,470,1624323,120871,12440,14210,12406,20599,18635,37414
456.0,5,468,1624323,120871,12440,14210,12406,20599,18635,37414
456.5,5,471,1517685,207420,3943,15525,35674,12839,6215,26398
457.0,5,471,1517685,207420,3943,15525,35674,12839,6215,26398
457.5,5,477,295829,21166,2508,3189,3190,4714,782,3008
458.0,5,482,295829,21166,2508,3189,3190,4714,782,3008
458.5,5,465,26156,14155,8336,6566,18725,72696,4103,127380
459.0,5,470,26156,14155,8336,6566,18725,72696,4103,127380
459.5,5,470,12842,45784,7732,10923,4315,62501,3001,119926
460.0,5,471,12842,45784,7732,10923,4315,62501,3001,119926
460.5,5,477,7120,11404,8545,4612,18591,63574,4204,117428
461.0,5,476,7120,11404,8545,4612,18591,63574,4204,117428
461.5,5,480,9079,8338,32129,4460,17781,51632,5772,108905
462.0,5,483,9079,8338,32129,4460,17781,51632,5772,108905
462.5,5,470,16673,50202,27865,38603,19062,10465,7068,91960
463.0,5,477,16673,50202,27865,38603,19062,10465,7068,91960
463.5,5,478,73071,5756,967,13955,38251,58849,6552,87928
464.0,5,475,73071,5756,967,13955,38251,58849,6552,87928
464.5,5,485,189750,6946,6349,18008,21117,39837,2832,107219
465.0,5,480,189750,6946,6349,18008,21117,39837,2832,107219
465.5,5,478,14337,12551,4922,9842,14719,40144,2857,92808
466.0,5,485,14337,12551,4922,9842,14719,40144,2857,92808
466.5,5,473,127916,77497,14410,7709,24821,32286,4456,85367
467.0,5,481,127916,77497,14410,7709,24821,32286,4456,85367
467.5,5,484,17919,7638,7875,19219,82147,11177,5170,76378
468.0,5,481,17919,7638,7875,19219,82147,11177,5170,76378
468.5,5,478,91372,6433,3015,2605,2831,15509,1195,25140
469.0,5,487,91372,6433,3015,2605,2831,15509,1195,25140
469.5,5,483,89239,19227,9797,3779,275,4042,1397,19846
470.0,5,485,89239,19227,9797,3779,275,4042,1397,19846
470.5,5,488,143438,7314,1996,3372,4846,7013,633,5988
471.0,5,482,143438,7314,1996,3372,4846,7013,633,5988
471.5,5,487,361565,47390,3041,3402,6088,7440,2485,23917
472.0,5,486,361565,47390,3041,3402,6088,7440,2485,23917
472.5,5,491,1373334,167279,6979,170110,18153,37481,18303,67717
473.0,5,476,1373334,167279,6979,170110,18153,37481,18303,67717
473.5,5,469,63988,4989,1207,3747,696,1963,280,8367
474.0,5,467,63988,4989,1207,3747,696,1963,280,8367
474.5,5,453,425381,120158,19413,2780,4650,16067,6209,32480
475.0,5,466,425381,120158,19413,2780,4650,16067,6209,32480
475.5,5,470,498153,88829,41198,24312,41872,39606,8514,157356
476.0,5,469,498153,88829,41198,24312,41872,39606,8514,157356
476.5,5,478,1333271,212109,144672,42317,22211,35178,15836,102352
477.0,5,477,172064,13954,12015,5292,2993,4860,1630,40813
477.5,5,482,172064,13954,12015,5292,2993,4860,1630,40813
478.0,5,468,1189751,82956,60643,20862,41053,15044,10257,134561
478.5,5,475,1189751,82956,60643,20862,41053,15044,10257,134561
479.0,5,479,124573,68680,11757,6328,6798,14078,3152,32383
479.5,5,477,124573,68680,11757,6328,6798,14078,3152,32383
480.0,5,486,875924,36296,16952,27446,46456,19024,14777,200176
480.5,5,478,875924,36296,16952,27446,46456,19024,14777,200176
481.0,5,481,403432,202839,36438,12628,23750,83212,12338,161927
481.5,5,485,403432,202839,36438,12628,23750,83212,12338,161927
482.0,5,470,200151,31394,7370,4804,1702,2733,1037,19782
482.5,5,480,200151,31394,7370,4804,1702,2733,1037,19782
483.0,5,477,431260,418502,59327,79585,63237,33291,19662,47262
483.5,5,477,431260,418502,59327,79585,63237,33291,19662,47262
484.0,5,482,1884377,323033,89348,125353,110492,85001,45833,115276
484.5,5,468,1884377,323033,89348,125353,110492,85001,45833,115276
485.0,5,468,255563,45839,1686,4750,5985,1388,2234,11142
485.5,5,452,255563,45839,1686,4750,5985,1388,2234,11142
486.0,5,460,74159,39982,22783,9153,13197,51729,8060,157052
486.5,5,465,74159,39982,22783,9153,13197,51729,8060,157052
487.0,5,464,123021,25681,2334,1144,2598,24830,2308,49328
487.5,5,477,123021,25681,2334,1144,2598,24830,2308,49328
488.0,5,470,320161,19868,1283,355,1455,4825,668,9237
488.5,5,472,320161,19868,1283,355,1455,4825,668,9237
489.0,5,478,655197,30807,7080,17623,3954,9565,3126,31915
489.5,5,465,655197,30807,7080,17623,3954,9565,3126,31915
490.0,5,474,160350,15436,1045,5474,6574,7079,767,33030
490.5,5,471,160350,15436,1045,5474,6574,7079,767,33030
491.0,5,480,661781,53963,44412,34792,13008,39676,11862,170272
491.5,5,476,661781,53963,44412,34792,13008,39676,11862,170272
492.0,5,478,818091,207046,66290,87401,64294,53527,22947,232489
492.5,5,475,818091,207046,66290,87401,64294,53527,22947,232489
493.0,5,474,504726,41170,11238,10239,18374,10327,12291,231929
493.5,5,477,504726,41170,11238,10239,18374,10327,12291,231929
494.0,5,474,105140,12511,5399,7866,18830,22961,9047,151216
494.5,5,485,105140,12511,5399,7866,18830,22961,9047,151216
495.0,5,475,173300,19360,688,5714,23603,24228,1848,149343
495.5,5,479,173300,19360,688,5714,23603,24228,1848,149343
496.0,5,475,395656,126662,44127,22201,17512,21525,5645,178577
496.5,5,475,395656,126662,44127,22201,17512,21525,5645,178577
497.0,5,477,1162902,118881,40823,14407,36258,34358,8233,193796
497.5,5,474,1162902,118881,40823,14407,36258,34358,8233,193796
498.0,5,486,188375,215344,25543,22529,21257,22194,5728,219428
498.5,5,479,188375,215344,25543,22529,21257,22194,5728,219428
499.0,5,480,172028,87746,50558,20069,18048,62589,9441,164853
499.5,5,485,172028,87746,50558,20069,18048,62589,9441,164853
500.0,5,477,1655667,26697,13234,17147,15346,4127,1299,39790
500.5,5,480,1655667,26697,13234,17147,15346,4127,1299,39790
501.0,5,479,212602,14978,17946,5896,10578,9309,1641,41112
501.5,5,485,212602,14978,17946,5896,10578,9309,1641,41112
502.0,5,474,424335,102279,118194,18641,47655,36253,12636,130998
502.5,5,468,424335,102279,118194,18641,47655,36253,12636,130998
